형태소,품사,남녀,카운트
어라,Verb,여,1
어란,Noun,남,1
어려,Verb,남,6
어려,Verb,여,2
어려도,Verb,남,2
어려서,Verb,남,4
어려운,Adjective,남,11
어려운,Adjective,여,7
어려운거,Adjective,남,1
어려움,Noun,남,2
어려워,Adjective,남,5
어려워,Adjective,여,5
어려워도,Adjective,남,4
어려워서,Adjective,남,4
어려워하지,Adjective,남,1
어려웠고,Adjective,여,1
어려지네,Verb,남,1
어렴풋이,Adverb,남,1
어렴풋한,Adjective,남,1
어렵,Adjective,남,1
어렵게,Adjective,남,8
어렵게,Adjective,여,5
어렵겠지만,Adjective,남,2
어렵고도,Adjective,남,1
어렵나,Adjective,남,1
어렵냐고,Adjective,여,1
어렵니,Adjective,여,2
어렵다,Adjective,남,1
어렵다고,Adjective,남,1
어렵다고,Adjective,여,2
어렵다는,Adjective,남,1
어렵단,Adjective,남,3
어렵대,Adjective,여,1
어렵더라,Adjective,남,1
어렵지,Adjective,남,2
어렵지도,Adjective,남,1
어렵지만,Adjective,남,1
어렸고,Verb,남,1
어렸던,Verb,남,2
어렸던,Verb,여,2
어렸어,Verb,남,1
어렸어,Verb,여,2
어렸었던,Verb,여,1
어렸잖아요,Verb,남,1
어렸지,Verb,남,4
어로,Noun,여,1
어루만져,Verb,남,3
어루만져,Verb,여,3
어루만져요,Verb,남,1
어루만져줘,Verb,남,2
어루만져줘,Verb,여,1
어루만졌지,Verb,남,1
어루만지고,Verb,남,1
어루만질,Verb,남,1
어르고,Verb,남,1
어른,Noun,남,46
어른,Noun,여,9
어른스러운,Adjective,여,1
어른스러웠더라면,Adjective,여,1
어른스런,Adjective,남,2
어리,Verb,여,1
어리게,Verb,남,1
어리게,Verb,여,1
어리게만,Verb,여,1
어리고,Verb,남,3
어리고,Verb,여,3
어리광,Noun,남,1
어리광,Noun,여,1
어리긴,Verb,남,3
어리다고,Verb,여,14
어리던,Verb,남,1
어리던,Verb,여,1
어리둥절하겠지만,Adjective,여,1
어리석게,Adjective,남,1
어리석게도,Adjective,여,1
어리석어,Adjective,남,1
어리석었던,Adjective,남,1
어리석은,Adjective,남,7
어리석은,Adjective,여,3
어리석은지,Adjective,여,1
어리석지,Adjective,남,1
어리지가,Verb,여,1
어리지만,Verb,여,5
어린,Verb,남,43
어린,Verb,여,5
어린시절,Noun,남,2
어린아이,Verb,남,4
어린아이,Verb,여,2
어린아이가,Verb,남,2
어린아이같이,Verb,남,1
어린아이처럼,Verb,남,2
어린아이처럼,Verb,여,1
어린이,Noun,남,1
어릴,Verb,남,19
어릴,Verb,여,3
어림,Noun,남,1
어림없는,Adjective,여,1
어림없어,Adjective,남,1
어림없어,Adjective,여,1
어림없지,Adjective,남,1
어머,Noun,남,2
어머,Noun,여,9
어머나,Noun,남,1
어머나,Noun,여,3
어머니,Noun,남,6
어머님,Noun,여,1
어머님께,Noun,남,1
어버버,Adverb,남,1
어보,Noun,남,8
어보,Noun,여,1
어색,Noun,남,1
어색,Noun,여,1
어색하게,Adjective,여,2
어색하겠지만,Adjective,남,3
어색하고,Adjective,여,1
어색하다고,Adjective,여,1
어색하다면,Adjective,남,1
어색하면,Adjective,여,1
어색하지,Adjective,여,10
어색하지만,Adjective,남,7
어색하지만,Adjective,여,1
어색한,Adjective,남,7
어색한,Adjective,여,6
어색한데,Adjective,남,1
어색할지,Adjective,남,3
어색함에,Adjective,남,1
어색해,Adjective,남,6
어색해,Adjective,여,2
어색해서,Adjective,남,1
어색해진,Adjective,남,1
어색해진,Adjective,여,1
어색해질,Adjective,여,1
어색했던,Adjective,여,1
어색했었지만,Adjective,남,2
어서,Noun,남,34
어서,Noun,여,52
어서어서,Noun,여,1
어설픈,Adjective,남,4
어어,Noun,남,1
어어,Noun,여,8
어어어어,Noun,남,1
어여쁜,Adjective,남,1
어요,Noun,남,4
어우,Noun,남,3
어울려,Verb,남,5
어울려,Verb,여,5
어울리고,Verb,여,1
어울리는,Verb,남,9
어울리는,Verb,여,4
어울리시는데,Verb,남,1
어울리잖아,Verb,남,1
어울리지,Verb,남,6
어울리지,Verb,여,2
어울린,Verb,남,1
어울린다야,Verb,남,1
어울릴,Verb,남,2
어울릴,Verb,여,3
어이,Noun,남,1
어이,Noun,여,1
어이없어,Adjective,여,4
어장,Noun,남,1
어장,Noun,여,1
어정쩡,Adverb,남,1
어제,Noun,남,52
어제,Noun,여,22
어젠,Noun,여,1
어젤,Noun,남,2
어젯밤,Noun,남,8
어젯밤,Noun,여,5
어중간한,Adjective,남,2
어지러,Verb,남,1
어지러운,Adjective,남,5
어지러운,Adjective,여,4
어지러울지,Verb,여,1
어지러움,Noun,남,1
어지러워,Adjective,남,21
어지러워,Adjective,여,9
어지러워요,Adjective,남,3
어지러워져,Verb,여,2
어지러이,Adverb,여,1
어지럽게,Adjective,남,4
어지럽게,Adjective,여,3
어지럽겠죠,Adjective,남,1
어지럽고,Adjective,여,2
어지럽긴,Adjective,남,1
어지럽혀,Verb,남,1
어지럽힌,Verb,여,1
어지른,Verb,남,1
어진,Noun,남,3
어진,Noun,여,1
어질,Adjective,여,1
어질러,Verb,남,1
어질러도,Verb,여,1
어질러진,Verb,남,1
어질어질,Adverb,남,4
어질어질,Adverb,여,1
어질어질해,Adjective,남,1
어질어질해도,Adjective,여,1
어째서,Noun,남,1
어쨌던,Noun,남,1
어쨌든,Noun,남,4
어쩌,Noun,남,6
어쩌,Noun,여,3
어쩌겠다,Noun,여,2
어쩌겠어,Noun,남,13
어쩌겠어,Noun,여,1
어쩌고저쩌고,Adverb,남,1
어쩌나,Adverb,남,30
어쩌나,Adverb,여,11
어쩌다,Adverb,남,4
어쩌다가,Noun,남,2
어쩌라고,Adverb,남,1
어쩌라고,Adverb,여,6
어쩌면,Noun,남,32
어쩌면,Noun,여,27
어쩌지,Adverb,남,1
어쩌지,Adverb,여,3
어쩐,Modifier,여,1
어쩐지,Noun,여,6
어쩔,Adverb,남,22
어쩔,Adverb,여,21
어쩔,Modifier,남,5
어쩜,Noun,남,24
어쩜,Noun,여,30
어쭈,Noun,남,1
어찌,Noun,남,4
어찌,Noun,여,3
어찌어찌,Adverb,남,1
어차피,Noun,남,34
어차피,Noun,여,8
어처구니,Noun,여,1
어치,Noun,남,2
어필,Noun,남,1
어항,Noun,남,1
어휴,Exclamation,여,1
억,Modifier,남,6
억,Noun,남,1
억눌려,Verb,여,1
억만,Noun,남,1
억압,Noun,남,2
억울해서,Adjective,남,1
억조,Modifier,남,1
억지,Noun,남,2
억지,Noun,여,1
억지로,Noun,남,8
억지로,Noun,여,4
억지스런,Adjective,여,1
언,Modifier,남,27
언,Modifier,여,15
언니,Noun,남,1
언니,Noun,여,5
언니,Suffix,여,1
언덕,Noun,남,4
언덕,Noun,여,6
언론,Noun,남,2
언어,Noun,남,7
언어,Noun,여,1
언제,Noun,남,107
언제,Noun,여,46
언제나,Adverb,남,115
언제나,Adverb,여,70
언젠가,Adverb,남,61
언젠가,Adverb,여,22
언쳤,Noun,남,1
언행,Noun,남,2
얹고,Verb,남,1
얹고선,Verb,여,1
얹기만,Verb,남,1
얹을게,Verb,여,1
얻게,Verb,남,4
얻고,Verb,남,2
얻는,Verb,남,2
얻어,Verb,남,3
얻은,Verb,남,5
얼,Noun,남,14
얼,Noun,여,1
얼고,Verb,남,1
얼굴,Noun,남,78
얼굴,Noun,여,43
얼떨떨한,Adjective,남,1
얼라다,Verb,남,1
얼레,Noun,여,1
얼렸나,Verb,여,1
얼렸다가,Verb,남,1
얼룩져,Verb,남,1
얼룩졌던,Verb,여,1
얼룩지기,Verb,남,3
얼룩진,Verb,남,1
얼른,Noun,남,1
얼른,Noun,여,3
얼마,Noun,남,9
얼마,Noun,여,9
얼마나,Noun,남,54
얼마나,Noun,여,32
얼마만큼,Noun,남,3
얼마만큼,Noun,여,1
얼씨구,Noun,남,2
얼씨구,Noun,여,1
얼어,Verb,남,7
얼어,Verb,여,4
얼어가,Verb,여,1
얼어붙게,Verb,남,1
얼어붙는,Verb,여,1
얼어붙은,Verb,남,10
얼어붙은,Verb,여,1
얼어있던,Verb,남,1
얼얼하지,Adjective,여,1
얼었네,Verb,남,1
얼었던,Verb,남,1
얼은,Verb,남,2
얼음,Noun,남,17
얼음,Noun,여,5
얼쯤,Adverb,남,1
얼토,Noun,남,1
얽매이긴,Verb,여,1
얽혀있는,Verb,남,1
얽힌,Verb,남,1
엄,Noun,여,5
엄격하단,Adjective,남,1
엄마,Noun,남,22
엄마,Noun,여,19
엄머머머,Noun,여,1
엄살,Noun,남,1
엄지,Noun,남,10
엄청,Adverb,남,3
엄청,Adverb,여,1
엄청난,Adjective,남,3
업,Noun,여,1
업고,Verb,남,1
업뎃,Noun,남,1
업적,Noun,남,1
없,Adjective,남,10
없게,Adjective,남,31
없게,Adjective,여,32
없겠니,Adjective,남,4
없겠어요,Adjective,남,1
없겠으니,Adjective,여,1
없겠지,Adjective,남,5
없겠지만,Adjective,남,9
없겠지만,Adjective,여,4
없고,Adjective,남,10
없고,Adjective,여,4
없구나,Adjective,남,2
없기만,Adjective,남,1
없기에,Adjective,남,9
없길,Adjective,여,1
없나,Adjective,남,16
없나,Adjective,여,12
없나요,Adjective,남,4
없나요,Adjective,여,12
없네,Adjective,남,14
없네,Adjective,여,10
없네요,Adjective,남,2
없는,Adjective,남,448
없는,Adjective,여,141
없는거니,Adjective,여,2
없는거지,Adjective,남,1
없는걸,Adjective,남,32
없는걸,Adjective,여,7
없는것,Adjective,남,1
없는것도,Adjective,남,1
없는것을,Adjective,남,3
없는데,Adjective,남,30
없는데,Adjective,여,10
없는지,Adjective,남,4
없는지,Adjective,여,1
없니,Adjective,여,10
없다,Adjective,남,19
없다,Adjective,여,4
없다고,Adjective,남,24
없다고,Adjective,여,15
없다는,Adjective,남,11
없다는,Adjective,여,10
없다는게,Adjective,여,1
없다만,Adjective,남,1
없다며,Adjective,남,2
없다면,Adjective,남,10
없다면,Adjective,여,6
없단,Adjective,남,18
없단,Adjective,여,6
없단다,Adjective,남,1
없담,Adjective,여,1
없더라,Adjective,남,1
없더라도,Adjective,남,1
없던,Adjective,남,45
없던,Adjective,여,20
없데,Adjective,남,1
없도록,Adjective,남,1
없듯,Adjective,남,3
없듯이,Adjective,남,3
없소,Adjective,남,2
없애,Verb,남,1
없어,Adjective,남,423
없어,Adjective,여,216
없어도,Adjective,남,27
없어도,Adjective,여,2
없어서,Adjective,남,4
없어서,Adjective,여,3
없어야,Adjective,여,3
없어여,Adjective,남,1
없어요,Adjective,남,12
없어요,Adjective,여,9
없어져,Verb,남,3
없어져도,Verb,남,1
없어져도,Verb,여,2
없어져줄게,Verb,남,1
없어졌던,Verb,여,1
없어졌지,Verb,남,2
없어지네,Verb,남,1
없어지는,Verb,남,2
없어진,Verb,남,2
없어진,Verb,여,1
없어진다,Verb,남,1
없어질,Verb,남,2
없어질까,Verb,여,4
없어질지,Verb,여,3
없었겠지,Adjective,남,2
없었고,Adjective,남,2
없었기에,Adjective,남,2
없었나,Adjective,여,1
없었나요,Adjective,여,1
없었네,Adjective,남,4
없었는데,Adjective,여,1
없었다,Adjective,남,1
없었다고,Adjective,남,1
없었단다,Adjective,남,1
없었던,Adjective,남,15
없었던,Adjective,여,6
없었던걸요,Adjective,여,1
없었어,Adjective,남,13
없었어,Adjective,여,3
없었었나,Adjective,남,1
없었으니까,Adjective,남,1
없었으면,Adjective,남,2
없었을,Adjective,남,2
없었죠,Adjective,남,2
없었지,Adjective,남,7
없었지만,Adjective,남,1
없었지만,Adjective,여,1
없으나,Adjective,여,1
없으니,Adjective,남,5
없으니까,Adjective,남,8
없으니까,Adjective,여,1
없으면,Adjective,남,14
없으면,Adjective,여,1
없을,Adjective,남,39
없을,Adjective,여,21
없을거야,Adjective,남,5
없을거야,Adjective,여,2
없을걸,Adjective,남,1
없을까,Adjective,남,15
없을만큼,Adjective,남,2
없을지도,Adjective,남,1
없을테니,Adjective,남,3
없을텐데,Adjective,남,1
없음,Adjective,남,8
없음,Adjective,여,1
없이,Adverb,남,253
없이,Adverb,여,125
없이는,Adjective,남,5
없이는,Adjective,여,4
없이도,Adjective,남,6
없이도,Adjective,여,3
없인,Adjective,남,20
없인,Adjective,여,13
없잖니,Adjective,남,1
없잖아,Adjective,남,39
없잖아,Adjective,여,20
없잖아요,Adjective,여,1
없죠,Adjective,남,21
없죠,Adjective,여,8
없지,Adjective,남,28
없지,Adjective,여,14
없지만,Adjective,남,29
없지만,Adjective,여,12
엇,VerbPrefix,남,2
엇갈리니,Verb,여,1
엇갈리면,Verb,남,2
엇갈리지,Verb,남,3
엇갈린,Verb,남,3
엇갈릴,Verb,남,1
엉,Exclamation,남,10
엉,Exclamation,여,8
엉덩이,Noun,남,3
엉뚱한,Adjective,남,2
엉뚱한,Adjective,여,1
엉망,Noun,남,6
엉망,Noun,여,1
엉킨,Noun,남,4
엊그제,Noun,남,4
엎,Noun,남,3
엎드렸다,Verb,여,1
엎어,Noun,남,1
엎어,Noun,여,1
엎치락뒤치락,Noun,남,3
에,Josa,남,3131
에,Josa,여,1317
에,Noun,남,27
에게,Josa,남,298
에게,Josa,여,117
에게나,Josa,남,1
에게는,Josa,남,6
에게는,Josa,여,3
에게다,Josa,남,2
에게도,Josa,남,5
에게도,Josa,여,5
에게든,Josa,여,1
에게로,Josa,남,41
에게로,Josa,여,19
에게만,Josa,남,17
에게만,Josa,여,18
에게서,Josa,남,7
에게서,Josa,여,5
에게선,Josa,남,2
에겐,Josa,남,35
에겐,Josa,여,11
에나,Josa,여,3
에나,Noun,여,1
에너자이저,Noun,여,3
에너지,Noun,남,3
에너지,Noun,여,1
에는,Josa,남,43
에는,Josa,여,16
에다,Josa,남,11
에다가,Josa,남,1
에덴,Noun,남,3
에도,Foreign,남,1
에도,Josa,남,89
에도,Josa,여,21
에든,Josa,남,4
에라도,Josa,남,2
에로,Josa,남,1
에만,Josa,남,36
에만,Josa,여,7
에서,Josa,남,398
에서,Josa,여,131
에서나,Josa,남,5
에서나,Josa,여,2
에서는,Josa,남,6
에서는,Josa,여,1
에서도,Josa,남,9
에서도,Josa,여,3
에서라도,Josa,남,4
에서라도,Josa,여,1
에서만,Josa,남,9
에서만,Josa,여,2
에서만큼은,Josa,남,1
에서부터,Josa,남,4
에서야,Josa,남,1
에서의,Josa,여,1
에서처럼,Josa,남,1
에선,Josa,남,35
에선,Josa,여,18
에스프레소,Noun,남,1
에아,Noun,남,1
에야,Josa,남,7
에야,Josa,여,1
에어플레인,Noun,남,1
에어플레인,Noun,여,5
에에,Noun,남,10
에오,Noun,남,1
에요,Josa,남,2
에요,Josa,여,6
에이,Noun,남,1
에츄,Noun,남,1
에픽,Noun,남,1
에픽하이,Noun,남,2
에헤,Exclamation,남,1
에헴,Exclamation,남,16
엑셀,Noun,남,7
엑스,Noun,여,1
엑스칼리버,Noun,남,1
엔,Josa,남,238
엔,Josa,여,130
엔딩,Noun,남,5
엔딩,Noun,여,2
엔진,Noun,남,5
엔진,Noun,여,6
엔터테이너,Noun,남,1
엘사,Noun,남,3
여,Josa,남,70
여,Josa,여,13
여,Modifier,남,4
여,Modifier,여,5
여,Noun,남,9
여,Noun,여,6
여가,Noun,남,1
여간,Noun,남,1
여겨도,Verb,남,3
여권,Noun,남,1
여기,Noun,남,188
여기,Noun,여,70
여기는,Verb,남,1
여기서도,Verb,여,1
여기저기,Noun,남,6
여기저기,Noun,여,10
여긴,Verb,남,38
여긴,Verb,여,11
여길,Verb,남,5
여길,Verb,여,1
여길까,Verb,남,1
여깄잖,Noun,여,1
여느,Modifier,남,1
여느,Noun,남,1
여덟,Noun,남,1
여덟,Noun,여,3
여드름,Noun,남,1
여러,Noun,남,3
여러,Noun,여,6
여러분,Noun,남,2
여럿,Noun,남,2
여럿,Noun,여,1
여려,Adjective,남,1
여름,Noun,남,14
여름,Noun,여,44
여름날,Noun,남,6
여름날,Noun,여,5
여름밤,Noun,남,2
여름밤,Noun,여,10
여리게,Adjective,여,1
여리고,Noun,남,2
여린,Adjective,남,20
여린,Adjective,여,3
여백,Noun,남,1
여백,Noun,여,1
여보세요,Exclamation,남,2
여보세요,Exclamation,여,2
여서,Josa,남,4
여서,Josa,여,5
여섯,Noun,남,3
여성,Noun,남,1
여신,Noun,남,9
여신,Noun,여,3
여야,Noun,남,7
여야,Noun,여,3
여왕벌,Noun,여,1
여우,Noun,남,3
여우,Noun,여,3
여운,Noun,남,6
여울져,Verb,여,1
여유,Noun,남,7
여유,Noun,여,3
여인,Noun,남,1
여자,Noun,남,64
여자,Noun,여,71
여자도,Noun,남,1
여자라서,Noun,남,3
여자애,Noun,남,1
여자애,Noun,여,2
여자친구,Noun,남,10
여자친구,Noun,여,7
여잔,Verb,남,4
여잔,Verb,여,12
여잘,Verb,남,3
여잘,Verb,여,7
여전하지,Adjective,남,1
여전해,Adjective,남,3
여전해,Adjective,여,2
여전히,Adjective,남,71
여전히,Adjective,여,13
여전히도,Adjective,남,1
여정,Noun,남,8
여주,Noun,남,1
여진,Noun,남,1
여쭤,Verb,남,1
여친,Noun,남,1
여태,Noun,남,4
여태,Noun,여,2
여태껏,Noun,남,2
여행,Noun,남,16
여행,Noun,여,8
역,Noun,남,2
역겨운,Adjective,여,1
역겨워,Adjective,여,3
역대,Noun,남,1
역사,Noun,남,6
역사,Noun,여,2
역시,Noun,남,40
역시,Noun,여,17
역전,Noun,남,1
역전,Noun,여,1
역할,Noun,여,1
연,Modifier,남,1
연,Noun,남,2
연,Noun,여,1
연결,Noun,남,3
연구,Noun,남,2
연극,Noun,남,1
연기,Noun,남,13
연기,Noun,여,7
연락,Noun,남,6
연락,Noun,여,14
연말,Noun,남,1
연상,Noun,남,1
연속,Noun,남,4
연쇄살인,Noun,남,1
연습,Noun,남,5
연습,Noun,여,5
연습생,Noun,남,3
연습실,Noun,남,4
연신,Adverb,남,1
연애,Noun,남,6
연애,Noun,여,3
연약하기만,Adjective,남,2
연연하지,Adjective,남,1
연예인,Noun,남,2
연예인,Noun,여,1
연인,Noun,남,16
연인,Noun,여,2
연적,Noun,남,1
연주,Noun,남,3
연필,Noun,남,1
연필,Noun,여,2
연행,Noun,남,1
연히,Adjective,남,1
열,Modifier,남,20
열,Modifier,여,3
열,Noun,남,25
열,Noun,여,13
열게,Verb,여,1
열고,Verb,남,7
열고,Verb,여,1
열광하네,Adjective,남,1
열광하는,Adjective,남,2
열기,Noun,남,9
열기,Noun,여,2
열까,Verb,여,1
열나는,Verb,여,1
열두,Modifier,남,2
열두,Modifier,여,3
열두시,Noun,여,1
열등감,Noun,남,1
열려,Verb,여,1
열렸다,Verb,남,1
열리게,Verb,여,3
열리고,Verb,남,1
열리는,Verb,남,3
열리던,Verb,남,1
열리면,Verb,남,1
열리죠,Verb,여,1
열리지는,Verb,여,3
열린,Verb,남,4
열린,Verb,여,2
열면,Verb,남,5
열병,Noun,남,4
열쇠,Noun,남,3
열쇠,Noun,여,5
열쇤,Noun,남,1
열심,Noun,여,1
열심히,Adverb,남,5
열어,Verb,남,45
열어,Verb,여,24
열어라,Verb,남,1
열어서,Verb,남,2
열어주겠니,Verb,남,1
열어주고,Verb,남,1
열어줘,Verb,남,3
열어줘,Verb,여,4
열었다,Verb,남,1
열자,Noun,여,1
열정,Noun,남,19
열정,Noun,여,9
열지,Verb,남,1
열폭,Noun,남,2
열흘,Noun,남,1
엿,Modifier,남,1
엿같애,Noun,남,1
엿보고,Verb,여,1
였기에,Verb,남,2
였나,Verb,남,8
였나요,Verb,남,1
였냐,Verb,남,1
였는데,Verb,남,2
였는데,Verb,여,1
였는지,Verb,남,1
였는지,Verb,여,3
였는지도,Verb,남,1
였니,Verb,남,4
였니,Verb,여,1
였다,Verb,남,6
였다고,Verb,남,1
였다면,Verb,남,1
였단,Verb,남,5
였던,Verb,남,13
였어,Verb,남,14
였어,Verb,여,2
였어요,Verb,남,1
였었다고,Verb,여,1
였었지,Verb,남,1
였으니,Verb,남,2
였으면,Verb,여,3
였음,Verb,남,4
였음,Verb,여,1
였잖아,Verb,남,1
였죠,Verb,남,3
였지,Verb,남,4
였지만,Verb,남,3
영,Modifier,여,1
영,Noun,남,1
영감,Noun,남,5
영광,Noun,남,4
영락,Noun,여,1
영문,Noun,여,1
영상,Noun,남,1
영수,Noun,남,1
영어,Noun,남,1
영역,Noun,남,1
영영,Noun,남,5
영웅,Noun,남,52
영원,Noun,남,41
영원,Noun,여,11
영원하게,Adjective,남,1
영원하게,Adjective,여,2
영원하고,Adjective,남,1
영원하기로,Adjective,남,1
영원하기를,Adjective,남,1
영원하길,Adjective,여,4
영원하도록,Adjective,여,1
영원하자,Adjective,남,2
영원하자고,Adjective,남,1
영원하자던,Adjective,여,1
영원하지,Adjective,남,2
영원하지는,Adjective,여,1
영원하진,Adjective,여,2
영원한,Adjective,남,21
영원한,Adjective,여,6
영원할,Adjective,남,13
영원할,Adjective,여,4
영원할거라,Adjective,남,1
영원할거라,Adjective,여,2
영원할게,Adjective,남,1
영원할수,Adjective,여,2
영원함이,Adjective,남,1
영원해,Adjective,남,6
영원해,Adjective,여,1
영원히,Adjective,남,139
영원히,Adjective,여,49
영원히라,Adjective,남,1
영적,Noun,남,1
영하,Noun,남,2
영혼,Noun,남,19
영혼,Noun,여,5
영화,Noun,남,34
영화,Noun,여,21
영활,Noun,여,1
영희,Noun,남,1
옅게,Adjective,여,1
옅어져,Adjective,남,1
옅은,Adjective,남,1
옆,Noun,남,101
옆,Noun,여,40
옆구리,Noun,남,1
옆모습,Noun,남,1
옆집,Noun,남,1
예,Modifier,남,11
예,Noun,남,24
예,Noun,여,24
예감,Noun,남,9
예감,Noun,여,11
예고,Noun,남,4
예고,Noun,여,3
예능,Noun,남,1
예명,Noun,남,1
예민,Noun,여,1
예민한,Adjective,남,1
예민한가,Adjective,여,1
예민해,Adjective,여,2
예민해서,Adjective,남,1
예민해진,Adjective,남,1
예뻐,Adjective,남,40
예뻐,Adjective,여,11
예뻐서,Adjective,남,4
예뻐요,Adjective,남,1
예뻐요,Adjective,여,4
예뻐져요,Adjective,여,1
예뻐졌다,Adjective,남,1
예뻐지고,Adjective,여,1
예뻐지니까,Adjective,여,1
예뻐진다는,Adjective,여,1
예뻐해,Adjective,여,1
예뻤던,Adjective,남,3
예뻤던,Adjective,여,1
예뻤지,Adjective,남,1
예쁘,Adjective,여,3
예쁘게,Adjective,남,1
예쁘게,Adjective,여,3
예쁘고,Adjective,남,2
예쁘고,Adjective,여,1
예쁘기만,Adjective,남,1
예쁘니,Adjective,여,1
예쁘다,Adjective,남,3
예쁘다는,Adjective,남,1
예쁘대,Adjective,여,2
예쁘면,Adjective,여,1
예쁘잖아,Adjective,여,1
예쁘장한,Adjective,여,7
예쁘죠,Adjective,여,1
예쁘지,Adjective,남,1
예쁘지,Adjective,여,2
예쁘지만,Adjective,남,2
예쁜,Adjective,남,51
예쁜,Adjective,여,36
예쁜데,Adjective,남,1
예쁜지,Adjective,남,3
예쁠,Adjective,남,4
예상,Noun,남,2
예상,Noun,여,7
예성,Noun,남,12
예술,Noun,남,7
예술가,Noun,남,7
예요,Josa,남,20
예요,Josa,여,12
예이예,Noun,여,20
예전,Noun,남,29
예전,Noun,여,16
예정,Noun,남,4
예측,Noun,남,3
예측,Noun,여,2
옛,Adverb,남,5
옛,Adverb,여,1
옛날,Noun,남,2
옛날,Noun,여,6
옛말,Noun,남,1
옛사랑,Noun,남,1
옛적,Noun,여,1
오,Exclamation,남,6
오,Modifier,남,9
오,Modifier,여,3
오,Noun,남,104
오,Noun,여,65
오가,Verb,여,1
오가도,Noun,남,1
오감,Noun,남,4
오감,Noun,여,1
오게,Verb,남,2
오게,Verb,여,1
오겠니,Verb,남,1
오겠다고,Verb,남,1
오겠어,Verb,여,2
오겠죠,Verb,여,3
오겠지,Verb,남,2
오겠지만,Verb,남,1
오고,Verb,남,6
오고,Verb,여,2
오고야,Verb,남,1
오그라들어,Verb,남,6
오글거려,Verb,여,1
오글거리는,Verb,남,1
오글거리지만,Verb,남,1
오기,Noun,남,2
오기,Noun,여,1
오길,Verb,남,2
오길래,Verb,남,1
오네,Verb,남,1
오노,Noun,남,1
오는,Modifier,남,1
오는,Verb,남,21
오는,Verb,여,7
오는거라,Verb,남,2
오는거야,Verb,남,3
오는데,Verb,여,5
오늘,Noun,남,383
오늘,Noun,여,190
오늘밤,Noun,남,20
오늘밤,Noun,여,21
오늘이,Noun,남,22
오늘이,Noun,여,14
오다,Verb,여,3
오던,Verb,남,3
오라,Noun,남,2
오라,Noun,여,1
오라오라,Noun,여,1
오락가락,Noun,남,1
오란,Noun,남,2
오래,Adverb,남,27
오래,Adverb,여,28
오래간만,Adverb,남,1
오래도,Verb,남,1
오래도록,Adverb,남,2
오래되어,Adjective,여,1
오래된,Adjective,남,4
오래된,Adjective,여,5
오래전,Adverb,남,6
오랜,Adverb,남,20
오랜,Adverb,여,16
오랜,Modifier,남,11
오랜,Modifier,여,2
오랫동안,Adverb,남,9
오랫동안,Adverb,여,5
오렌지,Noun,여,2
오렴,Verb,남,1
오로라,Noun,남,1
오로지,Adverb,남,6
오로지,Adverb,여,1
오류,Noun,남,2
오르,Verb,남,1
오르게,Verb,남,1
오르고,Verb,남,1
오르고,Verb,여,1
오르기,Verb,남,1
오르내리는,Verb,여,1
오르네,Verb,남,3
오르는,Verb,남,3
오르는,Verb,여,1
오르락,Noun,여,1
오르락내리락,Noun,남,2
오르막,Noun,남,1
오르자,Verb,남,3
오르지,Verb,남,1
오른,Modifier,남,1
오른,Noun,여,6
오른손,Noun,여,2
오른쪽,Noun,남,2
오른쪽,Noun,여,1
오를,Verb,남,2
오를,Verb,여,1
오리,Noun,남,2
오리가,Noun,남,3
오만,Noun,남,2
오만이,Noun,남,1
오만한,Adjective,남,1
오메,Noun,남,3
오면,Verb,남,21
오면,Verb,여,5
오묘한,Adjective,남,2
오묘한,Adjective,여,1
오방,Noun,남,1
오버,Noun,남,1
오붓하게,Adjective,남,1
오빠,Noun,남,12
오빠,Noun,여,31
오빠,Suffix,남,1
오스카,Noun,여,3
오시,Noun,남,2
오싹,Noun,남,2
오아시스,Noun,남,1
오아시스,Noun,여,1
오아오,Verb,남,6
오예,Noun,남,1
오오,Exclamation,남,8
오오,Exclamation,여,19
오오오오,Noun,남,2
오오오오오,Noun,남,6
오오오오오오,Noun,남,6
오우,Noun,남,2
오우,Noun,여,1
오우삼,Noun,남,1
오전,Noun,남,2
오줌,Noun,남,1
오즈,Noun,여,1
오지,Noun,남,18
오지,Noun,여,12
오직,Noun,남,118
오직,Noun,여,44
오질,Verb,여,6
오차,Noun,남,1
오페라,Noun,남,18
오프라인,Noun,남,1
오해,Noun,남,16
오해,Noun,여,3
오후,Noun,남,2
오후,Noun,여,5
오히려,Noun,남,10
오히려,Noun,여,4
옥,Noun,남,1
옥상,Noun,남,1
옥죄,Noun,남,1
온,Modifier,남,2
온,Noun,남,123
온,Noun,여,60
온거야,Verb,남,2
온거죠,Verb,여,1
온기,Noun,남,27
온기,Noun,여,5
온긴,Verb,남,1
온길,Verb,남,1
온다,Verb,남,10
온다,Verb,여,1
온다면,Verb,남,4
온대,Noun,남,3
온대,Noun,여,2
온도,Noun,남,9
온도,Noun,여,8
온라인,Noun,남,1
온몸,Noun,남,25
온몸,Noun,여,7
온순하지,Adjective,남,1
온실,Noun,여,1
온유,Noun,여,1
온전,Noun,남,1
온전히,Verb,남,1
온전히,Verb,여,3
온점,Noun,남,1
온종일,Noun,남,8
온종일,Noun,여,8
온통,Noun,남,25
온통,Noun,여,24
올,Modifier,남,6
올,Verb,남,35
올,Verb,여,24
올거라고,Verb,남,2
올거야,Verb,여,1
올게,Verb,남,1
올까,Verb,남,4
올까,Verb,여,3
올드스쿨,Noun,남,1
