형태소,품사,가수,카운트
알았어,Verb,레드벨벳,2
알았어,Verb,방탄소년단,7
알았어,Verb,빅뱅,3
알았어,Verb,세븐틴,1
알았어,Verb,소녀시대,4
알았어,Verb,슈퍼주니어,2
알았어,Verb,엑소,2
알았어요,Verb,방탄소년단,1
알았었어,Verb,소녀시대,1
알았으니,Verb,2NE1,1
알았으니,Verb,엑소,1
알았을까,Verb,소녀시대,1
알았잖아,Verb,슈퍼주니어,1
알았죠,Verb,TWICE,1
알았지,Verb,2NE1,3
알았지,Verb,방탄소년단,2
알았지,Verb,원더걸스,2
알어,Verb,방탄소년단,5
알어,Verb,빅뱅,3
알어,Verb,세븐틴,1
알어,Verb,슈퍼주니어,1
알어,Verb,원더걸스,6
알잖니,Verb,슈퍼주니어,1
알잖니,Verb,엑소,3
알잖아,Verb,2NE1,3
알잖아,Verb,BLACKPINK,1
알잖아,Verb,TWICE,8
알잖아,Verb,동방신기,4
알잖아,Verb,동방신기(TVXQ!),2
알잖아,Verb,레드벨벳,5
알잖아,Verb,방탄소년단,8
알잖아,Verb,빅뱅,7
알잖아,Verb,세븐틴,8
알잖아,Verb,소녀시대,3
알잖아,Verb,슈퍼주니어,9
알잖아,Verb,엑소,3
알잖아,Verb,원더걸스,4
알잖아요,Verb,빅뱅,2
알지도,Verb,TWICE,1
알진,Verb,TWICE,3
알콜,Noun,빅뱅,1
알콩달콩,Noun,방탄소년단,1
알콩달콩,Noun,슈퍼주니어,1
알테고,Verb,빅뱅,1
알토,Noun,빅뱅,1
알통,Noun,방탄소년단,1
앓고,Verb,세븐틴,1
앓고,Verb,슈퍼주니어,2
앓다가,Verb,원더걸스,1
앓던,Verb,동방신기(TVXQ!),1
앓아,Verb,방탄소년단,1
앓아,Verb,빅뱅,1
앓아,Verb,슈퍼주니어,1
앓아,Verb,엑소,3
암,Modifier,방탄소년단,3
암,Noun,방탄소년단,1
암거,Noun,레드벨벳,1
암담한,Adjective,소녀시대,1
암담해,Adjective,방탄소년단,1
암만,Noun,BLACKPINK,1
암튼,Adverb,세븐틴,1
암호,Noun,엑소,1
암흑,Noun,동방신기,2
암흑,Noun,슈퍼주니어,1
암흑,Noun,엑소,3
암흑,Noun,원더걸스,1
압구정,Noun,방탄소년단,2
압도,Noun,소녀시대,1
압도,Noun,엑소,4
압력,Noun,세븐틴,1
앗,Noun,레드벨벳,6
앗,Noun,방탄소년단,1
앗,Noun,빅뱅,1
앗,Noun,소녀시대,1
았,Noun,슈퍼주니어,2
았던,Noun,소녀시대,1
앙증맞고,Adjective,TWICE,2
앙큼하게,Adjective,레드벨벳,3
앙탈,Noun,방탄소년단,1
앞,Noun,2NE1,10
앞,Noun,BLACKPINK,1
앞,Noun,TWICE,16
앞,Noun,동방신기,12
앞,Noun,동방신기(TVXQ!),11
앞,Noun,레드벨벳,10
앞,Noun,방탄소년단,48
앞,Noun,빅뱅,10
앞,Noun,세븐틴,35
앞,Noun,소녀시대,21
앞,Noun,슈퍼주니어,27
앞,Noun,엑소,25
앞,Noun,원더걸스,13
앞길,Noun,방탄소년단,2
앞길,Noun,세븐틴,2
앞뒤,Noun,2NE1,1
앞뒤,Noun,세븐틴,1
앞서,Noun,2NE1,3
앞서,Noun,TWICE,4
앞서,Noun,동방신기,1
앞서,Noun,동방신기(TVXQ!),1
앞서,Noun,레드벨벳,1
앞서,Noun,방탄소년단,2
앞서,Noun,세븐틴,2
앞서,Noun,소녀시대,2
앞서,Noun,슈퍼주니어,1
앞서가는,Verb,빅뱅,1
앞서가니,Verb,방탄소년단,1
앞장,Noun,슈퍼주니어,1
애,Noun,2NE1,5
애,Noun,BLACKPINK,4
애,Noun,TWICE,15
애,Noun,동방신기,3
애,Noun,동방신기(TVXQ!),9
애,Noun,레드벨벳,7
애,Noun,방탄소년단,33
애,Noun,빅뱅,18
애,Noun,세븐틴,15
애,Noun,소녀시대,10
애,Noun,슈퍼주니어,16
애,Noun,엑소,9
애,Noun,원더걸스,25
애가,Noun,BLACKPINK,1
애가,Noun,TWICE,1
애가,Noun,동방신기(TVXQ!),5
애가,Noun,레드벨벳,4
애가,Noun,방탄소년단,2
애가,Noun,세븐틴,3
애가,Noun,소녀시대,5
애가,Noun,원더걸스,1
애교,Noun,TWICE,1
애교,Noun,방탄소년단,1
애교,Noun,소녀시대,3
애기,Noun,레드벨벳,1
애기,Noun,방탄소년단,2
애도,Noun,소녀시대,1
애도,Noun,슈퍼주니어,1
애뜻,Noun,빅뱅,1
애로,Noun,방탄소년단,1
애매,Noun,레드벨벳,2
애매,Noun,엑소,1
애매한,Adjective,TWICE,1
애매한,Adjective,레드벨벳,1
애매한,Adjective,방탄소년단,1
애벌레,Noun,방탄소년단,1
애석하게도,Adjective,세븐틴,1
애석해도,Adjective,세븐틴,1
애송이,Noun,방탄소년단,1
애써,Verb,BLACKPINK,5
애써,Verb,TWICE,5
애써,Verb,동방신기,3
애써,Verb,레드벨벳,1
애써,Verb,빅뱅,4
애써,Verb,슈퍼주니어,9
애써,Verb,엑소,9
애써,Verb,원더걸스,3
애써도,Verb,슈퍼주니어,4
애써서,Verb,BLACKPINK,1
애써서,Verb,세븐틴,1
애쓰고,Verb,슈퍼주니어,1
애쓰네,Verb,소녀시대,1
애쓰는,Verb,세븐틴,2
애쓰는,Verb,원더걸스,1
애쓰다,Verb,엑소,4
애쓰지,Verb,방탄소년단,2
애쓰지마,Verb,슈퍼주니어,1
애쓴,Verb,동방신기(TVXQ!),1
애쓴다고,Verb,빅뱅,1
애쓸수록,Verb,동방신기(TVXQ!),1
애완,Noun,슈퍼주니어,1
애원,Noun,동방신기(TVXQ!),2
애원,Noun,방탄소년단,2
애원,Noun,빅뱅,1
애원,Noun,슈퍼주니어,1
애원,Noun,원더걸스,2
애인,Noun,TWICE,2
애인,Noun,동방신기,1
애인,Noun,방탄소년단,2
애인,Noun,소녀시대,1
애인,Noun,슈퍼주니어,3
애인,Noun,원더걸스,1
애절한,Adjective,엑소,1
애정,Noun,동방신기,1
애정,Noun,빅뱅,1
애정,Noun,엑소,1
애초,Noun,방탄소년단,2
애초,Noun,빅뱅,1
애틋하게,Adjective,엑소,1
애틋하고,Adjective,동방신기,1
액션,Noun,엑소,1
액자,Noun,엑소,2
앤,Noun,TWICE,1
앤,Noun,동방신기,2
앤,Noun,레드벨벳,1
앤,Noun,빅뱅,1
앤,Noun,슈퍼주니어,1
앤,Noun,원더걸스,1
앤드,Noun,방탄소년단,1
앨,Noun,레드벨벳,2
앨범,Noun,방탄소년단,2
앱,Noun,방탄소년단,1
야,Exclamation,TWICE,6
야,Exclamation,방탄소년단,25
야,Exclamation,빅뱅,3
야,Exclamation,세븐틴,2
야,Exclamation,소녀시대,2
야,Exclamation,슈퍼주니어,24
야,Exclamation,원더걸스,29
야,Josa,2NE1,11
야,Josa,BLACKPINK,2
야,Josa,TWICE,40
야,Josa,동방신기,16
야,Josa,동방신기(TVXQ!),10
야,Josa,레드벨벳,36
야,Josa,방탄소년단,99
야,Josa,빅뱅,33
야,Josa,세븐틴,56
야,Josa,소녀시대,22
야,Josa,슈퍼주니어,44
야,Josa,엑소,41
야,Josa,원더걸스,30
야간비행,Noun,엑소,1
야경,Noun,방탄소년단,1
야단,Noun,소녀시대,3
야릇한,Adjective,원더걸스,1
야만,Noun,동방신기(TVXQ!),2
야만,Noun,슈퍼주니어,2
야망,Noun,방탄소년단,4
야무진,Adjective,엑소,1
야성,Noun,소녀시대,1
야속하던,Adjective,방탄소년단,1
야속한,Adjective,방탄소년단,1
야속해,Adjective,동방신기(TVXQ!),1
야수,Noun,TWICE,1
야수,Noun,소녀시대,1
야수,Noun,슈퍼주니어,3
야수,Noun,엑소,3
야심,Noun,방탄소년단,1
야야,Noun,2NE1,8
야야,Noun,방탄소년단,2
야야,Noun,빅뱅,4
야야,Noun,세븐틴,2
야윈,Verb,동방신기,1
야윈,Verb,빅뱅,2
야자,Noun,방탄소년단,1
야자나무,Noun,레드벨벳,1
야자수,Noun,세븐틴,1
야하는,Adjective,슈퍼주니어,1
야해,Adjective,2NE1,1
약,Modifier,2NE1,2
약,Modifier,동방신기,1
약,Modifier,소녀시대,1
약,Noun,동방신기(TVXQ!),1
약,Noun,레드벨벳,1
약,Noun,빅뱅,1
약,Noun,세븐틴,2
약,Noun,소녀시대,5
약,Noun,슈퍼주니어,2
약,Noun,엑소,1
약간,Noun,방탄소년단,1
약간,Noun,세븐틴,2
약속,Noun,2NE1,10
약속,Noun,BLACKPINK,1
약속,Noun,TWICE,4
약속,Noun,동방신기,11
약속,Noun,동방신기(TVXQ!),10
약속,Noun,레드벨벳,7
약속,Noun,방탄소년단,13
약속,Noun,빅뱅,13
약속,Noun,세븐틴,5
약속,Noun,소녀시대,16
약속,Noun,슈퍼주니어,33
약속,Noun,엑소,20
약속,Noun,원더걸스,7
약손,Noun,방탄소년단,1
약육강식,Noun,방탄소년단,1
약인,Noun,BLACKPINK,1
약자,Noun,슈퍼주니어,1
약자,Noun,엑소,1
약점,Noun,방탄소년단,3
약하고,Adjective,동방신기(TVXQ!),1
약하지,Adjective,TWICE,1
약하진,Adjective,BLACKPINK,1
약한,Adjective,2NE1,1
약한,Adjective,TWICE,1
약한,Adjective,동방신기,1
약한,Adjective,동방신기(TVXQ!),2
약한,Adjective,방탄소년단,1
약한,Adjective,엑소,2
약해,Adjective,TWICE,1
약해져,Verb,동방신기(TVXQ!),1
약해지기만,Verb,방탄소년단,1
약해지는,Verb,슈퍼주니어,1
약해지잖아,Verb,TWICE,3
약해지지,Verb,TWICE,1
약해지지,Verb,세븐틴,3
얀,Noun,원더걸스,4
얄미운,Adjective,소녀시대,2
얄미워져,Adjective,레드벨벳,1
얄밉게도,Adjective,방탄소년단,3
얄밉네,Adjective,방탄소년단,1
얄밉지만,Adjective,TWICE,1
얄팍한,Adjective,방탄소년단,1
얇은,Adjective,원더걸스,1
얌마,Noun,방탄소년단,9
얌전하고,Adjective,원더걸스,1
양,Modifier,BLACKPINK,1
양,Modifier,빅뱅,6
양,Noun,방탄소년단,1
양,Noun,세븐틴,1
양성,Noun,빅뱅,1
양심,Noun,TWICE,2
양심,Noun,방탄소년단,2
양심,Noun,빅뱅,1
양옆,Noun,세븐틴,1
양치기,Noun,원더걸스,1
얕은,Adjective,세븐틴,1
얕은,Adjective,엑소,1
얘,Noun,레드벨벳,3
얘,Noun,방탄소년단,5
얘,Noun,세븐틴,5
얘,Noun,소녀시대,7
얘,Noun,슈퍼주니어,7
얘,Noun,엑소,2
얘기,Noun,2NE1,5
얘기,Noun,TWICE,19
얘기,Noun,동방신기,2
얘기,Noun,동방신기(TVXQ!),13
얘기,Noun,레드벨벳,25
얘기,Noun,방탄소년단,9
얘기,Noun,빅뱅,4
얘기,Noun,세븐틴,6
얘기,Noun,소녀시대,24
얘기,Noun,슈퍼주니어,11
얘기,Noun,엑소,6
얘기,Noun,원더걸스,8
얘길,Noun,동방신기,1
얘길,Noun,동방신기(TVXQ!),2
얘길,Noun,레드벨벳,7
얘길,Noun,방탄소년단,3
얘길,Noun,세븐틴,2
얘길,Noun,소녀시대,4
얘길,Noun,슈퍼주니어,1
얘길,Noun,엑소,1
얘길,Noun,원더걸스,4
얘깃,Noun,빅뱅,1
어,Eomi,TWICE,1
어,Eomi,동방신기(TVXQ!),1
어,Eomi,방탄소년단,16
어,Eomi,빅뱅,3
어,Eomi,소녀시대,4
어,Eomi,슈퍼주니어,1
어,Eomi,원더걸스,2
어,Noun,BLACKPINK,6
어,Noun,TWICE,1
어,Noun,동방신기,4
어,Noun,동방신기(TVXQ!),5
어,Noun,레드벨벳,2
어,Noun,방탄소년단,3
어,Noun,빅뱅,2
어,Noun,세븐틴,3
어,Noun,슈퍼주니어,4
어,Noun,엑소,5
어,Suffix,TWICE,2
어,Suffix,동방신기,1
어,Suffix,레드벨벳,5
어,Suffix,방탄소년단,12
어,Suffix,빅뱅,2
어,Suffix,세븐틴,2
어,Suffix,소녀시대,3
어,Suffix,슈퍼주니어,5
어,Suffix,엑소,5
어,Suffix,원더걸스,3
어가,Noun,2NE1,1
어가,Noun,세븐틴,1
어가,Noun,엑소,1
어귀,Noun,동방신기,1
어긋나,Verb,레드벨벳,1
어긋나,Verb,소녀시대,1
어긋나,Verb,슈퍼주니어,1
어긋나고,Verb,슈퍼주니어,1
어긋나있는,Verb,세븐틴,2
어긋난,Verb,BLACKPINK,1
어긋난,Verb,슈퍼주니어,1
어긋난,Verb,엑소,2
어긋남조차,Verb,방탄소년단,1
어긋났을까,Verb,빅뱅,1
어기,Noun,방탄소년단,1
어긴,Verb,엑소,1
어김,Verb,원더걸스,1
어김없네,Adjective,TWICE,1
어김없이,Adverb,2NE1,1
어김없이,Adverb,TWICE,1
어김없이,Adverb,동방신기(TVXQ!),1
어깨,Noun,TWICE,2
어깨,Noun,동방신기,1
어깨,Noun,동방신기(TVXQ!),3
어깨,Noun,레드벨벳,9
어깨,Noun,방탄소년단,6
어깨,Noun,빅뱅,1
어깨,Noun,세븐틴,8
어깨,Noun,소녀시대,8
어깨,Noun,슈퍼주니어,16
어깨,Noun,엑소,5
어깨,Noun,원더걸스,1
어깨춤,Noun,방탄소년단,1
어깰,Noun,동방신기,1
어깰,Noun,레드벨벳,1
어깰,Noun,방탄소년단,1
어깰,Noun,엑소,1
어느,Adverb,TWICE,4
어느,Adverb,동방신기,8
어느,Adverb,동방신기(TVXQ!),3
어느,Adverb,레드벨벳,4
어느,Adverb,방탄소년단,7
어느,Adverb,빅뱅,6
어느,Adverb,세븐틴,14
어느,Adverb,소녀시대,9
어느,Adverb,슈퍼주니어,14
어느,Adverb,엑소,6
어느,Adverb,원더걸스,1
어느,Modifier,빅뱅,2
어느,Modifier,슈퍼주니어,2
어느덧,Adjective,동방신기(TVXQ!),1
어느덧,Adjective,슈퍼주니어,3
어느덧,Adjective,엑소,1
어느새,Adjective,BLACKPINK,1
어느새,Adjective,TWICE,5
어느새,Adjective,동방신기,8
어느새,Adjective,동방신기(TVXQ!),7
어느새,Adjective,레드벨벳,13
어느새,Adjective,방탄소년단,10
어느새,Adjective,빅뱅,6
어느새,Adjective,세븐틴,9
어느새,Adjective,소녀시대,12
어느새,Adjective,슈퍼주니어,18
어느새,Adjective,엑소,14
어느샌가,Adjective,동방신기(TVXQ!),1
어느샌가,Adjective,슈퍼주니어,2
어데,Noun,방탄소년단,2
어도,Noun,TWICE,1
어도,Noun,빅뱅,5
어도,Noun,소녀시대,2
어도,Noun,슈퍼주니어,6
어도,Noun,엑소,2
어두우,Noun,2NE1,1
어두우,Noun,방탄소년단,3
어두움,Noun,슈퍼주니어,1
어두워,Adjective,방탄소년단,1
어두워,Adjective,세븐틴,4
어두워져,Verb,동방신기,1
어두워져,Verb,동방신기(TVXQ!),1
어두워져,Verb,방탄소년단,1
어두워진,Verb,동방신기,3
어두워진,Verb,소녀시대,3
어두워진,Verb,슈퍼주니어,1
어두워진,Verb,엑소,1
어두웠던,Adjective,TWICE,3
어두웠던,Adjective,레드벨벳,3
어두컴컴한,Adjective,엑소,1
어둔,Noun,동방신기(TVXQ!),1
어둔,Noun,방탄소년단,2
어둔,Noun,엑소,1
어둔,Noun,원더걸스,1
어둠,Noun,BLACKPINK,1
어둠,Noun,TWICE,11
어둠,Noun,동방신기,6
어둠,Noun,동방신기(TVXQ!),12
어둠,Noun,레드벨벳,1
어둠,Noun,방탄소년단,24
어둠,Noun,빅뱅,2
어둠,Noun,세븐틴,5
어둠,Noun,소녀시대,12
어둠,Noun,슈퍼주니어,27
어둠,Noun,엑소,34
어둠,Noun,원더걸스,4
어둡고,Adjective,방탄소년단,1
어둡던,Adjective,동방신기(TVXQ!),2
어디,Noun,2NE1,9
어디,Noun,BLACKPINK,1
어디,Noun,TWICE,24
어디,Noun,동방신기,15
어디,Noun,동방신기(TVXQ!),12
어디,Noun,레드벨벳,27
어디,Noun,방탄소년단,54
어디,Noun,빅뱅,26
어디,Noun,세븐틴,45
어디,Noun,소녀시대,19
어디,Noun,슈퍼주니어,36
어디,Noun,엑소,25
어디,Noun,원더걸스,8
어디가,Noun,BLACKPINK,1
어디가,Noun,동방신기(TVXQ!),1
어디가,Noun,세븐틴,3
어디가,Noun,슈퍼주니어,2
어디서,Adverb,2NE1,1
어디서,Adverb,동방신기,1
어디서,Adverb,레드벨벳,3
어디서,Adverb,방탄소년단,7
어디서,Adverb,빅뱅,3
어디서,Adverb,세븐틴,6
어디서,Adverb,소녀시대,2
어디서,Adverb,슈퍼주니어,12
어디서,Adverb,엑소,2
어딘,Noun,동방신기,1
어딘,Noun,레드벨벳,2
어딘,Noun,방탄소년단,2
어딘,Noun,빅뱅,5
어딘,Noun,세븐틴,3
어딘,Noun,엑소,1
어딘,Noun,원더걸스,1
어딘가,Noun,2NE1,6
어딘가,Noun,동방신기,1
어딘가,Noun,동방신기(TVXQ!),3
어딘가,Noun,레드벨벳,7
어딘가,Noun,빅뱅,1
어딘가,Noun,세븐틴,2
어딘가,Noun,소녀시대,2
어딘가,Noun,슈퍼주니어,8
어딘가,Noun,엑소,5
어딘가,Noun,원더걸스,3
어딘데,Noun,동방신기(TVXQ!),1
어딜,Adverb,2NE1,1
어딜,Adverb,TWICE,6
어딜,Adverb,동방신기,5
어딜,Adverb,동방신기(TVXQ!),4
어딜,Adverb,레드벨벳,3
어딜,Adverb,방탄소년단,8
어딜,Adverb,세븐틴,8
어딜,Adverb,소녀시대,7
어딜,Adverb,슈퍼주니어,3
어딜,Adverb,엑소,6
어딜,Adverb,원더걸스,1
어딨나요,Verb,빅뱅,1
어딨니,Verb,TWICE,1
어딨든,Verb,빅뱅,1
어딨어,Verb,세븐틴,2
어때,Adjective,TWICE,13
어때,Adjective,동방신기(TVXQ!),2
어때,Adjective,레드벨벳,5
어때,Adjective,방탄소년단,13
어때,Adjective,빅뱅,2
어때,Adjective,세븐틴,7
어때,Adjective,소녀시대,7
어때,Adjective,슈퍼주니어,8
어때,Adjective,엑소,1
어때,Adjective,원더걸스,10
어때서,Adjective,TWICE,3
어때요,Adjective,소녀시대,2
어때요,Adjective,슈퍼주니어,1
어땠나요,Adjective,TWICE,2
어땠는지,Adjective,레드벨벳,1
어땠는지,Adjective,소녀시대,1
어땠던가,Adjective,방탄소년단,1
어땠어,Adjective,세븐틴,1
어땠었냐고,Adjective,엑소,1
어땠었니,Adjective,소녀시대,1
어땠을까,Adjective,빅뱅,1
어떠니,Adjective,동방신기(TVXQ!),3
어떠니,Adjective,방탄소년단,2
어떠니,Adjective,엑소,1
어떠하니,Adjective,빅뱅,1
어떠한,Adjective,동방신기,3
어떠한,Adjective,세븐틴,1
어떡,Noun,TWICE,1
어떡,Noun,소녀시대,1
어떡하긴,Adjective,방탄소년단,1
어떡하니,Adjective,2NE1,1
어떡하니,Adjective,소녀시대,1
어떡하라고,Adjective,빅뱅,1
어떡하라고,Adjective,슈퍼주니어,2
어떡하면,Adjective,2NE1,1
어떡하면,Adjective,소녀시대,1
어떡하면,Adjective,슈퍼주니어,1
어떡하면,Adjective,원더걸스,1
어떡하죠,Adjective,TWICE,2
어떡하죠,Adjective,방탄소년단,1
어떡하죠,Adjective,소녀시대,2
어떡하죠,Adjective,엑소,1
어떡하지,Adjective,동방신기(TVXQ!),1
어떡하지,Adjective,레드벨벳,1
어떡하지,Adjective,세븐틴,1
어떡하지,Adjective,소녀시대,1
어떡하지,Adjective,슈퍼주니어,2
어떡하지,Adjective,원더걸스,1
어떡할까,Adjective,레드벨벳,1
어떡할까,Adjective,슈퍼주니어,2
어떡할래,Adjective,세븐틴,1
어떡해,Adjective,2NE1,6
어떡해,Adjective,BLACKPINK,3
어떡해,Adjective,TWICE,35
어떡해,Adjective,동방신기,2
어떡해,Adjective,동방신기(TVXQ!),7
어떡해,Adjective,레드벨벳,7
어떡해,Adjective,방탄소년단,5
어떡해,Adjective,빅뱅,9
어떡해,Adjective,세븐틴,12
어떡해,Adjective,소녀시대,4
어떡해,Adjective,슈퍼주니어,3
어떡해,Adjective,원더걸스,5
어떡해야,Adjective,레드벨벳,3
어떡해야,Adjective,소녀시대,1
어떡해야죠,Adjective,동방신기,1
어떡해요,Adjective,소녀시대,3
어떤,Adjective,2NE1,3
어떤,Adjective,TWICE,25
어떤,Adjective,동방신기,10
어떤,Adjective,동방신기(TVXQ!),10
어떤,Adjective,레드벨벳,14
어떤,Adjective,방탄소년단,26
어떤,Adjective,빅뱅,5
어떤,Adjective,세븐틴,24
어떤,Adjective,소녀시대,9
어떤,Adjective,슈퍼주니어,23
어떤,Adjective,엑소,15
어떤,Adjective,원더걸스,3
어떤,Modifier,빅뱅,1
어떤가,Adjective,세븐틴,3
어떤데,Adjective,세븐틴,1
어떤지,Adjective,빅뱅,1
어떤지,Adjective,소녀시대,1
어떨,Adjective,방탄소년단,2
어떨,Adjective,소녀시대,1
어떨것,Adjective,방탄소년단,1
어떨까,Adjective,동방신기,1
어떨까,Adjective,동방신기(TVXQ!),1
어떨까,Adjective,방탄소년단,2
어떨까,Adjective,세븐틴,5
어떨까,Adjective,엑소,2
어떨지,Adjective,2NE1,1
어떨지,Adjective,BLACKPINK,1
어떻,Modifier,TWICE,1
어떻,Modifier,빅뱅,1
어떻,Modifier,세븐틴,3
어떻,Modifier,슈퍼주니어,2
어떻,Modifier,원더걸스,1
어떻게,Adjective,BLACKPINK,2
어떻게,Adjective,TWICE,22
어떻게,Adjective,동방신기,2
어떻게,Adjective,동방신기(TVXQ!),9
어떻게,Adjective,레드벨벳,4
어떻게,Adjective,방탄소년단,10
어떻게,Adjective,빅뱅,6
어떻게,Adjective,세븐틴,3
어떻게,Adjective,소녀시대,22
어떻게,Adjective,슈퍼주니어,34
어떻게,Adjective,엑소,6
어떻게,Adjective,원더걸스,10
어떻게도,Adjective,동방신기(TVXQ!),1
어라,Verb,레드벨벳,1
어란,Noun,엑소,1
어려,Verb,레드벨벳,1
어려,Verb,방탄소년단,5
어려,Verb,빅뱅,1
어려,Verb,원더걸스,1
어려도,Verb,세븐틴,2
어려서,Verb,방탄소년단,1
어려서,Verb,빅뱅,3
어려운,Adjective,BLACKPINK,2
어려운,Adjective,TWICE,4
어려운,Adjective,동방신기(TVXQ!),1
어려운,Adjective,레드벨벳,1
어려운,Adjective,방탄소년단,3
어려운,Adjective,세븐틴,3
어려운,Adjective,슈퍼주니어,3
어려운,Adjective,엑소,1
어려운거,Adjective,방탄소년단,1
어려움,Noun,동방신기,1
어려움,Noun,동방신기(TVXQ!),1
어려워,Adjective,BLACKPINK,3
어려워,Adjective,동방신기,1
어려워,Adjective,세븐틴,2
어려워,Adjective,소녀시대,2
어려워,Adjective,슈퍼주니어,1
어려워,Adjective,엑소,1
어려워도,Adjective,슈퍼주니어,4
어려워서,Adjective,빅뱅,3
어려워서,Adjective,슈퍼주니어,1
어려워하지,Adjective,빅뱅,1
어려웠고,Adjective,소녀시대,1
어려지네,Verb,방탄소년단,1
어렴풋이,Adverb,방탄소년단,1
어렴풋한,Adjective,엑소,1
어렵,Adjective,방탄소년단,1
어렵게,Adjective,레드벨벳,2
어렵게,Adjective,세븐틴,6
어렵게,Adjective,슈퍼주니어,2
어렵게,Adjective,원더걸스,3
어렵겠지만,Adjective,세븐틴,2
어렵고도,Adjective,슈퍼주니어,1
어렵나,Adjective,슈퍼주니어,1
어렵냐고,Adjective,원더걸스,1
어렵니,Adjective,TWICE,2
어렵다,Adjective,동방신기(TVXQ!),1
어렵다고,Adjective,소녀시대,2
어렵다고,Adjective,슈퍼주니어,1
어렵다는,Adjective,세븐틴,1
어렵단,Adjective,세븐틴,3
어렵대,Adjective,레드벨벳,1
어렵더라,Adjective,방탄소년단,1
어렵지,Adjective,방탄소년단,1
어렵지,Adjective,세븐틴,1
어렵지도,Adjective,동방신기(TVXQ!),1
어렵지만,Adjective,동방신기,1
어렸고,Verb,방탄소년단,1
어렸던,Verb,동방신기,1
어렸던,Verb,세븐틴,1
어렸던,Verb,소녀시대,2
어렸어,Verb,동방신기(TVXQ!),1
어렸어,Verb,소녀시대,2
어렸었던,Verb,소녀시대,1
어렸잖아요,Verb,빅뱅,1
어렸지,Verb,동방신기(TVXQ!),1
어렸지,Verb,세븐틴,3
어로,Noun,TWICE,1
어루만져,Verb,동방신기,1
어루만져,Verb,레드벨벳,2
어루만져,Verb,슈퍼주니어,2
어루만져,Verb,원더걸스,1
어루만져요,Verb,슈퍼주니어,1
어루만져줘,Verb,레드벨벳,1
어루만져줘,Verb,방탄소년단,2
어루만졌지,Verb,방탄소년단,1
어루만지고,Verb,동방신기(TVXQ!),1
어루만질,Verb,방탄소년단,1
어르고,Verb,빅뱅,1
어른,Noun,2NE1,1
어른,Noun,TWICE,1
어른,Noun,동방신기,10
어른,Noun,레드벨벳,7
어른,Noun,방탄소년단,13
어른,Noun,빅뱅,3
어른,Noun,세븐틴,16
어른,Noun,슈퍼주니어,4
어른스러운,Adjective,레드벨벳,1
어른스러웠더라면,Adjective,소녀시대,1
어른스런,Adjective,동방신기,1
어른스런,Adjective,동방신기(TVXQ!),1
어리,Verb,2NE1,1
어리게,Verb,TWICE,1
어리게,Verb,슈퍼주니어,1
어리게만,Verb,레드벨벳,1
어리고,Verb,세븐틴,2
어리고,Verb,슈퍼주니어,1
어리고,Verb,원더걸스,3
어리광,Noun,세븐틴,1
어리광,Noun,소녀시대,1
어리긴,Verb,세븐틴,3
어리다고,Verb,2NE1,1
어리다고,Verb,소녀시대,13
어리던,Verb,레드벨벳,1
어리던,Verb,방탄소년단,1
어리둥절하겠지만,Adjective,TWICE,1
어리석게,Adjective,동방신기,1
어리석게도,Adjective,2NE1,1
어리석어,Adjective,동방신기(TVXQ!),1
어리석었던,Adjective,슈퍼주니어,1
어리석은,Adjective,2NE1,1
어리석은,Adjective,동방신기,1
어리석은,Adjective,방탄소년단,1
어리석은,Adjective,빅뱅,1
어리석은,Adjective,소녀시대,2
어리석은,Adjective,슈퍼주니어,4
어리석은지,Adjective,원더걸스,1
어리석지,Adjective,슈퍼주니어,1
어리지가,Verb,레드벨벳,1
어리지만,Verb,소녀시대,5
어린,Verb,2NE1,1
어린,Verb,TWICE,1
어린,Verb,동방신기,13
어린,Verb,동방신기(TVXQ!),1
어린,Verb,레드벨벳,2
어린,Verb,방탄소년단,11
어린,Verb,빅뱅,5
어린,Verb,세븐틴,8
어린,Verb,소녀시대,1
어린,Verb,슈퍼주니어,2
어린,Verb,엑소,3
어린시절,Noun,동방신기,2
어린아이,Verb,TWICE,1
어린아이,Verb,레드벨벳,1
어린아이,Verb,빅뱅,4
어린아이가,Verb,방탄소년단,1
어린아이가,Verb,세븐틴,1
어린아이같이,Verb,슈퍼주니어,1
어린아이처럼,Verb,레드벨벳,1
어린아이처럼,Verb,방탄소년단,1
어린아이처럼,Verb,세븐틴,1
어린이,Noun,방탄소년단,1
어릴,Verb,TWICE,1
어릴,Verb,동방신기,1
어릴,Verb,레드벨벳,1
어릴,Verb,방탄소년단,9
어릴,Verb,빅뱅,3
어릴,Verb,세븐틴,2
어릴,Verb,소녀시대,1
어릴,Verb,슈퍼주니어,3
어릴,Verb,엑소,1
어림,Noun,방탄소년단,1
어림없는,Adjective,원더걸스,1
어림없어,Adjective,빅뱅,1
어림없어,Adjective,소녀시대,1
어림없지,Adjective,엑소,1
어머,Noun,TWICE,6
어머,Noun,레드벨벳,3
어머,Noun,방탄소년단,1
어머,Noun,세븐틴,1
어머나,Noun,빅뱅,1
어머나,Noun,원더걸스,3
어머니,Noun,방탄소년단,5
어머니,Noun,빅뱅,1
어머님,Noun,TWICE,1
어머님께,Noun,세븐틴,1
어버버,Adverb,엑소,1
어보,Noun,TWICE,1
어보,Noun,방탄소년단,3
어보,Noun,빅뱅,2
어보,Noun,세븐틴,2
