형태소,품사,음원순위,카운트
바라보게,Verb,음원순위,2
바라보고,Verb,음원순위,5
바라보고만,Verb,음원순위,1
바라보기만,Verb,음원순위,1
바라보는,Verb,음원순위,8
바라보다,Verb,음원순위,2
바라보며,Verb,음원순위,2
바라보면서,Verb,음원순위,3
바라보잖아,Verb,음원순위,1
바라본다고,Verb,음원순위,3
바라볼,Verb,음원순위,2
바라볼까봐,Verb,음원순위,1
바라봐,Verb,음원순위,4
바라봐요,Verb,음원순위,2
바라봐주기,Verb,음원순위,1
바라지마,Verb,음원순위,2
바락바락,Noun,음원순위,2
바란,Noun,음원순위,1
바랄게,Verb,음원순위,1
바람,Noun,음원순위,14
바람결,Noun,음원순위,1
바람둥이,Noun,음원순위,1
바램,Noun,음원순위,1
바램일,Noun,음원순위,1
바랬다,Noun,음원순위,2
바로,Noun,음원순위,21
바로잡을,Verb,음원순위,2
바른,Modifier,음원순위,1
바른,Verb,음원순위,1
바바,Noun,음원순위,1
바바바,Noun,음원순위,1
바보,Noun,음원순위,42
바비,Noun,음원순위,1
바뻐,Adjective,음원순위,1
바쁘게,Adjective,음원순위,1
바쁘고,Adjective,음원순위,1
바쁘다고,Adjective,음원순위,1
바쁘다는,Adjective,음원순위,1
바쁜,Adjective,음원순위,1
바짝,Noun,음원순위,6
바친,Verb,음원순위,1
바텐더,Noun,음원순위,1
바하,Noun,음원순위,1
박고,Verb,음원순위,1
박던,Verb,음원순위,1
박수,Noun,음원순위,18
박수갈채,Noun,음원순위,1
박자,Noun,음원순위,2
박혀,Verb,음원순위,2
박혔어,Verb,음원순위,1
박힌,Verb,음원순위,1
밖,Noun,음원순위,5
밖에,Josa,음원순위,10
밖엔,Josa,음원순위,1
반,Modifier,음원순위,1
반,Noun,음원순위,5
반대,Noun,음원순위,1
반대편,Noun,음원순위,1
반드시,Noun,음원순위,1
반복,Noun,음원순위,7
반성은,Noun,음원순위,1
반응,Noun,음원순위,5
반지,Noun,음원순위,2
반짝거렸죠,Verb,음원순위,1
반짝거리죠,Verb,음원순위,1
반짝반짝,Adverb,음원순위,4
반짝여,Verb,음원순위,1
반짝이는,Verb,음원순위,4
반짝인,Verb,음원순위,2
반쪽,Noun,음원순위,3
반칙,Noun,음원순위,1
반하기는,Adjective,음원순위,1
반한다는,Adjective,음원순위,1
반해,Adjective,음원순위,9
반했나,Adjective,음원순위,4
반했어,Noun,음원순위,1
반했으니까,Adjective,음원순위,4
받게,Verb,음원순위,2
받는,Verb,음원순위,1
받아들여,Verb,음원순위,3
받아서,Verb,음원순위,1
받아줄지,Verb,음원순위,1
받어,Verb,음원순위,1
받은,Verb,음원순위,2
받지,Verb,음원순위,3
발,Noun,음원순위,10
발걸음,Noun,음원순위,3
발그레발그레,Noun,음원순위,1
발길,Noun,음원순위,1
발끝,Noun,음원순위,3
발목,Noun,음원순위,2
발악,Noun,음원순위,2
발자국,Noun,음원순위,3
발짝,Noun,음원순위,1
밝게,Verb,음원순위,3
밝다,Verb,음원순위,1
밝히지,Verb,음원순위,1
밟고,Verb,음원순위,1
밤,Noun,음원순위,89
밤새,Noun,음원순위,3
밤새도록,Verb,음원순위,2
밤새워,Verb,음원순위,1
밤하늘,Noun,음원순위,4
방,Noun,음원순위,8
방금,Noun,음원순위,1
방랑자,Noun,음원순위,1
방방,Adverb,음원순위,1
방법,Noun,음원순위,3
방송,Noun,음원순위,1
방식,Noun,음원순위,1
방아쇠,Noun,음원순위,2
방안,Noun,음원순위,2
방울,Noun,음원순위,1
방탄,Noun,음원순위,6
방황,Noun,음원순위,4
밭,Noun,음원순위,1
배,Noun,음원순위,2
배길,Verb,음원순위,1
배낭,Noun,음원순위,1
배는,Verb,음원순위,1
배려,Noun,음원순위,1
배부른,Adjective,음원순위,1
배신,Noun,음원순위,1
배워,Verb,음원순위,1
배터리,Noun,음원순위,1
백,Modifier,음원순위,4
백,Noun,음원순위,2
백원,Noun,음원순위,1
뱅뱅,Noun,음원순위,1
뱉게,Verb,음원순위,2
뱉어야,Verb,음원순위,1
버려,Verb,음원순위,14
버려도,Verb,음원순위,3
버려진,Noun,음원순위,4
버렸나,Verb,음원순위,1
버렸는걸,Verb,음원순위,1
버렸니,Verb,음원순위,2
버렸다,Verb,음원순위,4
버렸다고,Verb,음원순위,3
버렸단,Verb,음원순위,1
버렸던,Verb,음원순위,1
버렸어,Verb,음원순위,6
버렸으니까,Verb,음원순위,2
버렸으면,Verb,음원순위,1
버렸음,Verb,음원순위,1
버릇,Noun,음원순위,1
버리게,Verb,음원순위,4
버리겠어,Verb,음원순위,1
버리겠으니까,Verb,음원순위,1
버리고,Verb,음원순위,9
버리기,Verb,음원순위,1
버리는,Verb,음원순위,3
버리는게,Verb,음원순위,1
버리면,Verb,음원순위,4
버리자,Verb,음원순위,2
버리지,Verb,음원순위,3
버리지마,Verb,음원순위,1
버리한,Verb,음원순위,1
버린,Verb,음원순위,30
버릴,Verb,음원순위,20
버릴것,Verb,음원순위,2
버릴까,Verb,음원순위,1
버릴래,Verb,음원순위,2
버릴지,Verb,음원순위,3
버릴지도,Verb,음원순위,1
버킷리스트,Noun,음원순위,1
버튼,Noun,음원순위,2
버티는,Verb,음원순위,1
버티지,Verb,음원순위,1
버틸,Verb,음원순위,1
벅차,Adjective,음원순위,1
번,Noun,음원순위,54
번개,Noun,음원순위,4
번만,Noun,음원순위,1
번은,Noun,음원순위,1
번의,Noun,음원순위,2
번인,Noun,음원순위,1
번진,Noun,음원순위,1
번째,Suffix,음원순위,4
번호,Noun,음원순위,2
벌,Noun,음원순위,1
벌레,Noun,음원순위,2
벌써,Noun,음원순위,19
벌어,Verb,음원순위,5
벌판,Noun,음원순위,1
법,Noun,음원순위,1
벗고서,Verb,음원순위,1
벗어,Verb,음원순위,3
벗어나고,Verb,음원순위,2
벗어나지도,Verb,음원순위,2
벗어날,Verb,음원순위,1
벗어날래도,Verb,음원순위,1
벚꽃,Noun,음원순위,1
베기,Verb,음원순위,1
베베,Noun,음원순위,1
베인,Noun,음원순위,3
베일,Noun,음원순위,3
벨,Modifier,음원순위,2
벨,Noun,음원순위,1
벼락,Noun,음원순위,1
벼랑,Noun,음원순위,2
벽,Noun,음원순위,2
변명,Noun,음원순위,2
변신,Noun,음원순위,1
변치,Noun,음원순위,5
변하지,Adjective,음원순위,1
변한,Adjective,음원순위,5
변할,Adjective,음원순위,1
변함,Adjective,음원순위,2
변해,Adjective,음원순위,4
변해도,Adjective,음원순위,1
변해야,Adjective,음원순위,4
변했니,Adjective,음원순위,2
별,Modifier,음원순위,2
별,Noun,음원순위,28
별거,Noun,음원순위,3
별난,Noun,음원순위,1
별로,Noun,음원순위,1
별빛,Noun,음원순위,10
별처럼,Noun,음원순위,1
병,Noun,음원순위,6
보게,Verb,음원순위,6
보겠어,Verb,음원순위,1
보고,Noun,음원순위,37
보고싶다고,Verb,음원순위,1
보고싶어,Verb,음원순위,2
보고싶어져,Verb,음원순위,1
보기,Noun,음원순위,4
보기전엔,Verb,음원순위,1
보나마나,Noun,음원순위,2
보내,Verb,음원순위,32
보내게,Verb,음원순위,1
보내고,Verb,음원순위,1
보내는,Verb,음원순위,2
보내려,Verb,음원순위,1
보내리,Verb,음원순위,3
보내줄,Verb,음원순위,3
보내줘,Verb,음원순위,1
보내지,Verb,음원순위,3
보낸,Verb,음원순위,7
보낸다,Verb,음원순위,1
보낼래,Verb,음원순위,1
보냈는데,Verb,음원순위,2
보냈지만,Verb,음원순위,3
보네,Verb,음원순위,1
보는,Verb,음원순위,17
보니,Verb,음원순위,2
보다,Josa,음원순위,11
보다,Verb,음원순위,6
보다는,Josa,음원순위,2
보다도,Josa,음원순위,1
보단,Josa,음원순위,2
보듯이,Verb,음원순위,2
보라,Noun,음원순위,1
보란,Verb,음원순위,6
보려고도,Verb,음원순위,1
보렴,Verb,음원순위,1
보름달,Noun,음원순위,1
보며,Verb,음원순위,9
보면,Verb,음원순위,14
보물창고,Noun,음원순위,1
보여,Verb,음원순위,15
보여주고,Verb,음원순위,1
보여준,Verb,음원순위,2
보여줄,Verb,음원순위,1
보여줄게,Verb,음원순위,2
보여줄꺼야,Verb,음원순위,1
보여줄래,Verb,음원순위,1
보여줘,Verb,음원순위,3
보여줘도,Verb,음원순위,1
보였던,Verb,음원순위,3
보이,Noun,음원순위,4
보이긴,Verb,음원순위,1
보이나요,Verb,음원순위,1
보이는,Verb,음원순위,2
보이니,Verb,음원순위,1
보이려,Verb,음원순위,1
보이잖아,Verb,음원순위,2
보이지,Noun,음원순위,5
보인,Verb,음원순위,1
보일까,Verb,음원순위,3
보자,Verb,음원순위,16
보죠,Verb,음원순위,1
보지,Noun,음원순위,5
보진,Verb,음원순위,1
보채지,Verb,음원순위,1
보태,Noun,음원순위,1
보통,Noun,음원순위,1
보편,Noun,음원순위,1
복숭아,Noun,음원순위,1
복잡하게,Adjective,음원순위,1
복잡한,Adjective,음원순위,1
본,Verb,음원순위,10
본가,Noun,음원순위,1
본능,Noun,음원순위,4
본다,Verb,음원순위,1
본다면,Verb,음원순위,2
볼,Noun,음원순위,37
볼까,Verb,음원순위,8
볼륨,Noun,음원순위,1
볼세라,Verb,음원순위,2
볼수,Verb,음원순위,1
볼수가,Verb,음원순위,2
봄,Noun,음원순위,20
봄날,Noun,음원순위,3
봉투,Noun,음원순위,1
봐,Verb,음원순위,137
봐도,Verb,음원순위,22
봐라,Verb,음원순위,8
봐서,Verb,음원순위,1
봐야,Verb,음원순위,2
봐요,Verb,음원순위,8
봐주길,Verb,음원순위,1
봐줄,Verb,음원순위,1
봤다면,Verb,음원순위,2
봤단,Verb,음원순위,1
봤던,Verb,음원순위,1
봤어,Verb,음원순위,8
봤으면,Verb,음원순위,12
봤자,Verb,음원순위,1
부,Noun,음원순위,1
부끄러,Adjective,음원순위,1
부끄러워,Adjective,음원순위,2
부끄러워하지마,Adjective,음원순위,1
부담,Noun,음원순위,1
부담스러운지,Adjective,음원순위,1
부드러운,Adjective,음원순위,2
부드런,Adjective,음원순위,2
부드럽게,Adjective,음원순위,4
부디,Noun,음원순위,3
부딪쳐,Verb,음원순위,2
부딪히고,Verb,음원순위,1
부러워,Adjective,음원순위,1
부러진,Verb,음원순위,1
부럽다면,Adjective,음원순위,1
부럽잖아,Adjective,음원순위,1
부럽지,Adjective,음원순위,1
부로,Noun,음원순위,1
부르게,Verb,음원순위,1
부르고,Verb,음원순위,1
부르네,Verb,음원순위,3
부르는,Verb,음원순위,2
부르리,Verb,음원순위,6
부르며,Verb,음원순위,4
부르면,Verb,음원순위,1
부르자,Verb,음원순위,2
부르죠,Verb,음원순위,1
부르지만,Verb,음원순위,5
부를,Verb,음원순위,3
부름,Verb,음원순위,1
부린다,Noun,음원순위,1
부릴,Verb,음원순위,1
부모,Noun,음원순위,3
부서지게,Verb,음원순위,2
부서진,Verb,음원순위,1
부셔,Verb,음원순위,18
부숴,Noun,음원순위,1
부숴진,Noun,음원순위,1
부시,Noun,음원순위,1
부신,Noun,음원순위,1
부어,Noun,음원순위,1
부은,Adjective,음원순위,1
부족하다는,Adjective,음원순위,2
부족한,Adjective,음원순위,1
부족한가,Adjective,음원순위,2
부족한데,Adjective,음원순위,2
부족해,Adjective,음원순위,3
부족해도,Adjective,음원순위,1
부탁,Noun,음원순위,1
부터,Josa,음원순위,25
부터,Noun,음원순위,1
부턴,Josa,음원순위,4
부풀어,Verb,음원순위,1
북,Noun,음원순위,1
분명,Noun,음원순위,2
분수,Noun,음원순위,1
분위기,Noun,음원순위,5
분침,Noun,음원순위,2
분파,Noun,음원순위,1
분한,Noun,음원순위,2
불,Noun,음원순위,29
불규칙해지는,Adjective,음원순위,1
불금,Noun,음원순위,1
불길,Noun,음원순위,3
불꽃,Noun,음원순위,7
불꽃놀이,Noun,음원순위,1
불러,Verb,음원순위,14
불러내,Verb,음원순위,1
불러라,Verb,음원순위,1
불러요,Verb,음원순위,2
불러주며,Verb,음원순위,4
불러주오,Verb,음원순위,1
불러줄,Verb,음원순위,1
불러줄게,Verb,음원순위,1
불러줘,Verb,음원순위,2
불리,Noun,음원순위,1
불빛,Noun,음원순위,5
불쌍해,Adjective,음원순위,3
불쑥,Noun,음원순위,2
불씨,Noun,음원순위,1
불안,Noun,음원순위,1
불안정한,Adjective,음원순위,1
불안한,Adjective,음원순위,1
불안할까,Adjective,음원순위,1
불안해,Adjective,음원순위,1
불안해져,Adjective,음원순위,1
불안해하지만,Adjective,음원순위,1
불어,Noun,음원순위,2
불어내,Verb,음원순위,1
불장난,Noun,음원순위,9
불조심,Noun,음원순위,1
불충분한,Adjective,음원순위,1
불침번,Noun,음원순위,1
불타,Noun,음원순위,3
불타고,Adjective,음원순위,3
불행한,Adjective,음원순위,1
불행해,Adjective,음원순위,2
붉게,Adjective,음원순위,5
붉은,Adjective,음원순위,2
붉혀,Adjective,음원순위,1
붉히고서,Adjective,음원순위,4
붐붐붐,Noun,음원순위,1
붐비고,Verb,음원순위,1
붕괴,Noun,음원순위,1
붙들어,Verb,음원순위,1
붙어,Verb,음원순위,3
붙어라,Verb,음원순위,1
붙여,Verb,음원순위,2
붙은,Verb,음원순위,2
붙잡고,Verb,음원순위,5
붙잡아도,Verb,음원순위,3
붙잡아줘,Verb,음원순위,1
블랑카,Noun,음원순위,1
비,Noun,음원순위,5
비겁하지만,Adjective,음원순위,1
비교,Noun,음원순위,1
비극,Noun,음원순위,1
비는,Verb,음원순위,2
비명,Noun,음원순위,1
비밀,Noun,음원순위,3
비비디,Verb,음원순위,1
비슷해,Adjective,음원순위,1
비어,Noun,음원순위,1
비열한,Adjective,음원순위,1
비울,Verb,음원순위,1
비웃는,Verb,음원순위,1
비웃어,Verb,음원순위,1
비웃어라,Verb,음원순위,2
비웃지,Verb,음원순위,1
비워라,Verb,음원순위,1
비워졌다,Verb,음원순위,1
비쥬,Noun,음원순위,1
비추는,Verb,음원순위,1
비춰주는,Verb,음원순위,4
비춰주던,Verb,음원순위,1
비친,Verb,음원순위,4
비켜가,Verb,음원순위,2
비켜줄래,Verb,음원순위,3
비틀대며,Verb,음원순위,1
비틀려,Verb,음원순위,1
비평가,Noun,음원순위,1
비호감,Noun,음원순위,1
빈,Noun,음원순위,2
빌딩,Noun,음원순위,3
빌려,Verb,음원순위,1
빌어,Noun,음원순위,1
빙글빙글,Adverb,음원순위,1
빚,Noun,음원순위,4
빛,Noun,음원순위,25
빛나,Verb,음원순위,6
빛나게,Verb,음원순위,1
빛나고,Verb,음원순위,1
빛나는,Verb,음원순위,18
빛난,Verb,음원순위,1
빛날,Verb,음원순위,1
빠,Noun,음원순위,2
빠는,Verb,음원순위,1
빠담빠담,Noun,음원순위,1
빠라,Adjective,음원순위,2
빠르게,Adjective,음원순위,4
빠르디,Adjective,음원순위,1
빠른,Adjective,음원순위,4
빠삐용,Noun,음원순위,1
빠져,Verb,음원순위,28
빠져가,Verb,음원순위,1
빠져들어,Verb,음원순위,1
빠져들었고,Verb,음원순위,1
빠져만,Verb,음원순위,2
빠져야,Verb,음원순위,1
빠져있는데,Verb,음원순위,3
빠졌다니,Verb,음원순위,1
빠졌어,Verb,음원순위,1
빠진,Verb,음원순위,3
빠질,Verb,음원순위,2
빨,Noun,음원순위,8
빨간,Adjective,음원순위,10
빨개지고,Adjective,음원순위,2
빨라지는,Adjective,음원순위,5
빨려,Verb,음원순위,1
빨리,Adverb,음원순위,11
빨린,Noun,음원순위,1
빨주,Verb,음원순위,2
빵,Noun,음원순위,18
빼,Noun,음원순위,1
빼고,Verb,음원순위,1
빼곤,Verb,음원순위,1
빼낼,Noun,음원순위,1
빼놓는,Verb,음원순위,1
빼지,Verb,음원순위,1
뺏기지,Verb,음원순위,1
뺏긴,Verb,음원순위,1
뺏길까,Verb,음원순위,1
뺏는건,Verb,음원순위,1
뺏은,Verb,음원순위,1
뺏지,Verb,음원순위,1
뻔,Noun,음원순위,6
뻔하게,Adjective,음원순위,1
뻔하디,Adjective,음원순위,1
뻔한,Adjective,음원순위,3
뻔함에,Adjective,음원순위,1
뻔해,Adjective,음원순위,5
뻔히,Adjective,음원순위,1
뻗어,Verb,음원순위,1
뻗지만,Verb,음원순위,1
뻘쭘해,Noun,음원순위,1
뻣뻣한,Adjective,음원순위,1
뻥,Noun,음원순위,1
뼈,Noun,음원순위,2
뼛속,Noun,음원순위,3
뽀빠이,Noun,음원순위,1
뽀얗던,Adjective,음원순위,1
뿌리,Noun,음원순위,1
뿌리오리다,Verb,음원순위,2
뿐,Noun,음원순위,25
뿐,Suffix,음원순위,18
뿐이겠어,Adjective,음원순위,1
뿐이다만,Adjective,음원순위,1
뿐이었죠,Adjective,음원순위,1
뿐이였어,Adjective,음원순위,2
뿐이죠,Adjective,음원순위,1
삐,Noun,음원순위,2
삐뚤어진,Verb,음원순위,1
삐졌는데,Adjective,음원순위,1
사,Modifier,음원순위,2
사,Noun,음원순위,2
사거리,Noun,음원순위,1
사계,Noun,음원순위,1
사고치겠어,Verb,음원순위,1
사과,Noun,음원순위,3
사귀었던,Verb,음원순위,1
사근,Noun,음원순위,1
사나워진다,Verb,음원순위,6
사냥,Noun,음원순위,1
사는,Verb,음원순위,3
사라져,Verb,음원순위,10
사라졌다,Verb,음원순위,2
사라지겠지,Verb,음원순위,1
사라지지,Verb,음원순위,1
사라진,Verb,음원순위,4
사라진다,Verb,음원순위,2
사라질까,Verb,음원순위,1
사람,Noun,음원순위,69
사람과,Noun,음원순위,1
사랑,Noun,음원순위,276
사려,Noun,음원순위,1
사로잡아,Verb,음원순위,1
사막,Noun,음원순위,4
사방,Noun,음원순위,4
사뿐,Noun,음원순위,1
사뿐히,Adjective,음원순위,1
사소하지,Adjective,음원순위,1
사소한,Adjective,음원순위,5
사슴,Noun,음원순위,1
사실,Noun,음원순위,13
사워,Verb,음원순위,1
사이,Noun,음원순위,8
사자,Noun,음원순위,3
사장,Noun,음원순위,1
사전,Noun,음원순위,1
사정없이,Adverb,음원순위,1
사진,Noun,음원순위,6
사춘기,Noun,음원순위,1
사치,Noun,음원순위,1
사탕,Noun,음원순위,3
사회,Noun,음원순위,2
산,Noun,음원순위,1
산소,Noun,음원순위,1
산토끼,Noun,음원순위,1
살,Noun,음원순위,32
살금살금,Noun,음원순위,1
살랑살랑,Adverb,음원순위,4
살려줘,Verb,음원순위,1
살려줘요,Verb,음원순위,1
살며시,Adverb,음원순위,4
살수,Noun,음원순위,1
살아가,Verb,음원순위,1
살아가는게,Verb,음원순위,1
살아가라,Verb,음원순위,3
살아도,Verb,음원순위,1
살아있는,Verb,음원순위,3
살아있어,Verb,음원순위,3
살았었죠,Verb,음원순위,1
살어,Verb,음원순위,2
살이,Noun,음원순위,1
살자,Verb,음원순위,4
살짝,Noun,음원순위,2
살쪄,Adjective,음원순위,1
살찌네,Adjective,음원순위,1
살피,Noun,음원순위,1
삶,Noun,음원순위,4
삶은,Verb,음원순위,2
삼켜,Verb,음원순위,4
삼킬,Verb,음원순위,2
상관,Noun,음원순위,4
상관없다고,Adjective,음원순위,3
상상,Noun,음원순위,7
상자,Noun,음원순위,1
상처,Noun,음원순위,31
상철,Noun,음원순위,1
상큼,Noun,음원순위,1
상태,Noun,음원순위,2
상해,Noun,음원순위,1
상황,Noun,음원순위,1
새,Modifier,음원순위,6
새,Noun,음원순위,3
새것만,Verb,음원순위,1
새겨놓은,Verb,음원순위,1
새겨진,Verb,음원순위,4
새끼,Noun,음원순위,1
새도,Verb,음원순위,1
새로운,Adjective,음원순위,7
새로워요,Adjective,음원순위,1
새로워진,Adjective,음원순위,2
새롭게,Adjective,음원순위,1
새벽,Noun,음원순위,2
새우,Noun,음원순위,1
새우면,Verb,음원순위,1
새워야,Verb,음원순위,2
새침한,Adjective,음원순위,1
색,Noun,음원순위,3
색깔,Noun,음원순위,3
샌가,Verb,음원순위,2
샌다,Verb,음원순위,1
생,Noun,음원순위,2
생각,Noun,음원순위,68
생각나,Verb,음원순위,3
생각나겠지만,Verb,음원순위,1
생겼기에,Verb,음원순위,1
생기,Noun,음원순위,1
생긴,Verb,음원순위,2
생생해,Adjective,음원순위,1
생활,Noun,음원순위,3
샵,Noun,음원순위,4
서,Josa,음원순위,16
서,Modifier,음원순위,2
서,Verb,음원순위,2
서고,Noun,음원순위,1
서나,Noun,음원순위,1
서둘러,Verb,음원순위,1
서둘러야,Verb,음원순위,2
서든,Noun,음원순위,1
서라도,Verb,음원순위,1
서랍,Noun,음원순위,2
서러워,Adjective,음원순위,1
서럽잖아,Verb,음원순위,1
서로,Noun,음원순위,22
서서,Noun,음원순위,2
서서히,Noun,음원순위,1
서성,Noun,음원순위,1
서울,Noun,음원순위,2
서있네요,Verb,음원순위,1
서쪽,Noun,음원순위,3
서툰,Adjective,음원순위,7
서툴게,Adjective,음원순위,1
서툴고,Adjective,음원순위,5
섞어,Verb,음원순위,1
섞인,Verb,음원순위,1
선,Noun,음원순위,6
선명하게,Adjective,음원순위,3
선명한,Adjective,음원순위,1
선물,Noun,음원순위,3
선생님,Noun,음원순위,1
선수,Noun,음원순위,1
선택,Noun,음원순위,17
설국열차,Noun,음원순위,1
설기,Noun,음원순위,1
설레,Adjective,음원순위,1
설레게,Adjective,음원순위,3
설레는,Adjective,음원순위,1
설레는지,Adjective,음원순위,1
설레여,Adjective,음원순위,1
설레이기만,Adjective,음원순위,2
설레이던,Adjective,음원순위,1
설레임,Noun,음원순위,5
설렌다,Adjective,음원순위,3
설렐,Adjective,음원순위,3
설렘,Adjective,음원순위,1
설렘을,Adjective,음원순위,2
설렘이,Adjective,음원순위,1
설령,Noun,음원순위,1
설마,Noun,음원순위,1
설명,Noun,음원순위,2
설수,Verb,음원순위,1
설탕,Noun,음원순위,1
섬광,Noun,음원순위,1
섬기지,Verb,음원순위,1
섭,Noun,음원순위,2
섭리,Noun,음원순위,1
섰더라면,Verb,음원순위,1
성격,Noun,음원순위,3
성공,Noun,음원순위,1
성공하고,Adjective,음원순위,1
성배,Noun,음원순위,1
성의,Noun,음원순위,2
성인,Noun,음원순위,1
성적,Noun,음원순위,2
성큼성큼,Noun,음원순위,1
세게,Verb,음원순위,6
세계,Noun,음원순위,7
세기,Noun,음원순위,2
세상,Noun,음원순위,95
세월,Noun,음원순위,1
섹시한,Adjective,음원순위,1
섹시해,Adjective,음원순위,1
센,Verb,음원순위,10
셀,Noun,음원순위,4
셋,Noun,음원순위,2
소,Modifier,음원순위,1
소개팅,Noun,음원순위,1
소녀,Noun,음원순위,2
소년,Noun,음원순위,1
소름,Noun,음원순위,3
소리,Noun,음원순위,34
소리바다,Noun,음원순위,1
소리쳐,Verb,음원순위,10
소린,Noun,음원순위,1
소릴,Noun,음원순위,1
소릴까,Noun,음원순위,3
소멸하는,Adjective,음원순위,1
소문난,Verb,음원순위,1
소소한,Adjective,음원순위,1
소스,Noun,음원순위,1
소용,Noun,음원순위,1
소용돌이,Noun,음원순위,3
소용없었어,Adjective,음원순위,2
소용없이,Adjective,음원순위,1
소용없잖아,Adjective,음원순위,1
소원,Noun,음원순위,20
소주,Noun,음원순위,3
소중하지만,Adjective,음원순위,1
소중한,Adjective,음원순위,3
소프라노,Noun,음원순위,1
속,Modifier,음원순위,6
속,Noun,음원순위,132
속도,Noun,음원순위,1
속삭여,Verb,음원순위,1
속삭여줘,Verb,음원순위,1
속삭이는,Verb,음원순위,2
속삭임,Noun,음원순위,1
속상한,Adjective,음원순위,1
속상해,Adjective,음원순위,2
속이,Verb,음원순위,3
손,Noun,음원순위,38
손가락질,Noun,음원순위,2
손길,Noun,음원순위,7
손끝,Noun,음원순위,2
손목,Noun,음원순위,1
손바닥,Noun,음원순위,1
손발,Noun,음원순위,1
손뼉,Noun,음원순위,2
손잡아,Verb,음원순위,1
손짓,Noun,음원순위,3
솔로,Noun,음원순위,1
솔직하게,Adjective,음원순위,3
솔직하지,Adjective,음원순위,1
솔직해져요,Adjective,음원순위,1
솔직히,Adjective,음원순위,6
솜사탕,Noun,음원순위,1
송이,Noun,음원순위,1
쇼크,Noun,음원순위,1
수,Modifier,음원순위,2
수,Noun,음원순위,131
수가,Noun,음원순위,28
수고,Noun,음원순위,1
수다,Noun,음원순위,1
수도,Noun,음원순위,3
수리,Noun,음원순위,2
수리수리,Adverb,음원순위,1
수만,Noun,음원순위,5
수많은,Adjective,음원순위,6
수면,Noun,음원순위,1
수목,Noun,음원순위,3
수백,Modifier,음원순위,1
수백,Noun,음원순위,3
수상해,Adjective,음원순위,2
수식어,Noun,음원순위,1
수십,Modifier,음원순위,1
수십,Noun,음원순위,1
수억,Modifier,음원순위,1
수위,Noun,음원순위,1
수저,Noun,음원순위,2
수정,Noun,음원순위,1
수줍어,Adjective,음원순위,4
수줍으니,Adjective,음원순위,2
수줍은,Adjective,음원순위,6
수천,Noun,음원순위,2
수학,Noun,음원순위,1
숙녀,Noun,음원순위,1
숙명,Noun,음원순위,1
숙여,Verb,음원순위,2
순,Noun,음원순위,17
순간,Noun,음원순위,49
순리,Noun,음원순위,1
순수한,Adjective,음원순위,1
순수함이,Adjective,음원순위,1
순정,Noun,음원순위,1
순진했나,Adjective,음원순위,1
술,Noun,음원순위,9
술래,Noun,음원순위,4
술렁이는,Verb,음원순위,1
숨,Noun,음원순위,33
숨겨,Verb,음원순위,4
숨겨지길,Verb,음원순위,3
숨겨진,Verb,음원순위,1
숨결,Noun,음원순위,5
숨고만,Verb,음원순위,1
숨기려,Verb,음원순위,1
숨김,Verb,음원순위,2
숨는,Verb,음원순위,1
숨도,Verb,음원순위,1
숨막히게,Adjective,음원순위,1
숨막히는,Adjective,음원순위,1
숨소리,Noun,음원순위,3
숨쉬고,Verb,음원순위,1
숨쉬고싶을,Verb,음원순위,1
숨쉬기,Noun,음원순위,1
숨쉬는,Verb,음원순위,1
숨어,Verb,음원순위,3
숨어든,Verb,음원순위,1
숨어서,Verb,음원순위,1
숨어야만,Verb,음원순위,1
숨으면,Verb,음원순위,1
숨지,Verb,음원순위,2
숨지마,Verb,음원순위,1
숨통,Noun,음원순위,2
숲,Noun,음원순위,2
쉬,Noun,음원순위,4
쉬겠어,Verb,음원순위,1
쉬는,Verb,음원순위,1
쉬어,Verb,음원순위,3
쉬어가다가,Verb,음원순위,3
쉬운,Adjective,음원순위,2
쉬워,Adjective,음원순위,3
쉬자,Verb,음원순위,2
쉰대,Verb,음원순위,1
쉴,Verb,음원순위,1
쉴까,Verb,음원순위,1
쉽,Verb,음원순위,1
쉽게,Verb,음원순위,27
쉽겐,Noun,음원순위,3
쉽지,Verb,음원순위,4
쉽지가,Verb,음원순위,1
슈주,Noun,음원순위,1
슈퍼히어로,Noun,음원순위,1
스,Noun,음원순위,1
스러운,Josa,음원순위,1
스러워,Adjective,음원순위,1
스런,Josa,음원순위,1
스럽게,Josa,음원순위,2
스레,Noun,음원순위,2
스릴,Noun,음원순위,1
스며,Verb,음원순위,1
스며드는,Verb,음원순위,1
스며들어,Verb,음원순위,1
스며들어와,Verb,음원순위,1
스물,Noun,음원순위,2
스윗,Noun,음원순위,1
스쳐가는,Verb,음원순위,1
스쳐도,Verb,음원순위,1
스쳐지나,Verb,음원순위,1
스치고,Verb,음원순위,1
스치는,Verb,음원순위,1
스친,Verb,음원순위,1
스쿠터,Noun,음원순위,1
스킨,Noun,음원순위,1
스타일,Noun,음원순위,8
스튜디오,Noun,음원순위,1
스트로베리,Noun,음원순위,4
슬그머니,Noun,음원순위,1
슬쩍,Adverb,음원순위,1
슬퍼도,Adjective,음원순위,5
슬퍼서,Adjective,음원순위,2
슬퍼져,Adjective,음원순위,2
슬퍼져요,Adjective,음원순위,1
슬퍼지네,Adjective,음원순위,2
슬퍼지는걸,Adjective,음원순위,1
슬퍼하지마,Adjective,음원순위,1
슬펐다,Adjective,음원순위,1
슬프게,Adjective,음원순위,1
