형태소,품사,작사가,카운트
에헤,Exclamation,PDOGG,1
엑셀,Noun,PDOGG,1
엔,Josa,KENZIE,9
엔,Josa,PDOGG,29
엔,Josa,TEDDY,18
엔,Josa,조윤경,17
엔딩,Noun,TEDDY,1
엔딩,Noun,조윤경,1
엔진,Noun,KENZIE,4
여,Josa,KENZIE,3
여,Josa,PDOGG,13
여,Josa,TEDDY,7
여,Modifier,KENZIE,1
여,Modifier,PDOGG,1
여,Noun,PDOGG,2
여,Noun,조윤경,1
여권,Noun,PDOGG,1
여기,Noun,KENZIE,8
여기,Noun,PDOGG,41
여기,Noun,TEDDY,7
여기,Noun,조윤경,12
여기저기,Noun,TEDDY,1
여긴,Verb,KENZIE,6
여긴,Verb,PDOGG,11
여긴,Verb,조윤경,5
여길,Verb,KENZIE,2
여느,Modifier,TEDDY,1
여덟,Noun,PDOGG,1
여덟,Noun,TEDDY,2
여드름,Noun,PDOGG,1
여러,Noun,PDOGG,1
여러,Noun,TEDDY,1
여러분,Noun,PDOGG,1
여럿,Noun,PDOGG,1
여름,Noun,KENZIE,15
여름,Noun,PDOGG,6
여름,Noun,조윤경,4
여름날,Noun,KENZIE,3
여름날,Noun,PDOGG,2
여름밤,Noun,KENZIE,1
여린,Adjective,KENZIE,1
여린,Adjective,조윤경,5
여서,Josa,KENZIE,1
여섯,Noun,PDOGG,1
여섯,Noun,조윤경,2
여신,Noun,KENZIE,2
여신,Noun,PDOGG,1
여신,Noun,조윤경,1
여야,Noun,PDOGG,1
여야,Noun,TEDDY,5
여왕벌,Noun,TEDDY,1
여우,Noun,KENZIE,2
여우,Noun,TEDDY,2
여운,Noun,TEDDY,2
여울져,Verb,조윤경,1
여유,Noun,TEDDY,3
여자,Noun,PDOGG,21
여자,Noun,TEDDY,18
여자,Noun,조윤경,2
여자애,Noun,TEDDY,1
여자친구,Noun,TEDDY,1
여잔,Verb,PDOGG,3
여잔,Verb,TEDDY,3
여잘,Verb,TEDDY,3
여전해,Adjective,PDOGG,1
여전히,Adjective,KENZIE,9
여전히,Adjective,PDOGG,20
여전히,Adjective,TEDDY,6
여쭤,Verb,PDOGG,1
여태,Noun,PDOGG,1
여태,Noun,TEDDY,2
여태껏,Noun,KENZIE,1
여행,Noun,TEDDY,3
역,Noun,PDOGG,1
역겨워,Adjective,TEDDY,3
역사,Noun,조윤경,1
역시,Noun,KENZIE,4
역시,Noun,PDOGG,9
역시,Noun,TEDDY,2
역시,Noun,조윤경,6
역전,Noun,TEDDY,1
연결,Noun,TEDDY,1
연구,Noun,PDOGG,1
연기,Noun,PDOGG,2
연기,Noun,TEDDY,6
연락,Noun,PDOGG,2
연락,Noun,TEDDY,1
연말,Noun,PDOGG,1
연속,Noun,TEDDY,1
연습,Noun,PDOGG,1
연습생,Noun,PDOGG,3
연습실,Noun,PDOGG,2
연애,Noun,PDOGG,2
연예인,Noun,PDOGG,1
연인,Noun,PDOGG,3
연인,Noun,TEDDY,2
연필,Noun,PDOGG,1
열,Modifier,PDOGG,3
열,Noun,PDOGG,4
열,Noun,TEDDY,1
열,Noun,조윤경,1
열게,Verb,TEDDY,1
열기,Noun,PDOGG,2
열기,Noun,조윤경,1
열등감,Noun,PDOGG,1
열리고,Verb,KENZIE,1
열린,Verb,조윤경,2
열면,Verb,PDOGG,1
열쇠,Noun,TEDDY,1
열쇠,Noun,조윤경,1
열심,Noun,KENZIE,1
열심히,Adverb,PDOGG,4
열어,Verb,KENZIE,2
열어,Verb,PDOGG,1
열어,Verb,TEDDY,1
열어,Verb,조윤경,11
열어라,Verb,TEDDY,1
열어주겠니,Verb,PDOGG,1
열어줘,Verb,PDOGG,1
열자,Noun,KENZIE,1
열정,Noun,KENZIE,1
열정,Noun,PDOGG,3
열정,Noun,조윤경,3
열폭,Noun,PDOGG,1
였냐,Verb,PDOGG,1
였는지,Verb,조윤경,2
였는지도,Verb,PDOGG,1
였던,Verb,KENZIE,3
였던,Verb,TEDDY,1
였어,Verb,PDOGG,4
였어요,Verb,PDOGG,1
였지,Verb,PDOGG,3
였지만,Verb,PDOGG,1
영,Noun,KENZIE,1
영감,Noun,PDOGG,1
영감,Noun,TEDDY,1
영락,Noun,TEDDY,1
영문,Noun,조윤경,1
영상,Noun,PDOGG,1
영영,Noun,PDOGG,2
영웅,Noun,KENZIE,11
영웅,Noun,PDOGG,7
영원,Noun,KENZIE,2
영원,Noun,PDOGG,6
영원,Noun,조윤경,7
영원하길,Adjective,KENZIE,3
영원하도록,Adjective,KENZIE,1
영원하자,Adjective,KENZIE,2
영원하지,Adjective,KENZIE,1
영원하진,Adjective,TEDDY,2
영원한,Adjective,PDOGG,2
영원한,Adjective,TEDDY,2
영원한,Adjective,조윤경,1
영원할,Adjective,KENZIE,2
영원할,Adjective,PDOGG,2
영원할,Adjective,TEDDY,4
영원할수,Adjective,TEDDY,2
영원해,Adjective,PDOGG,1
영원해,Adjective,조윤경,1
영원히,Adjective,KENZIE,13
영원히,Adjective,PDOGG,12
영원히,Adjective,TEDDY,1
영원히,Adjective,조윤경,2
영적,Noun,TEDDY,1
영하,Noun,PDOGG,2
영혼,Noun,PDOGG,3
영혼,Noun,TEDDY,1
영화,Noun,KENZIE,2
영화,Noun,PDOGG,8
영화,Noun,TEDDY,1
영화,Noun,조윤경,3
영활,Noun,조윤경,1
옆,Noun,KENZIE,5
옆,Noun,PDOGG,9
옆,Noun,TEDDY,6
옆,Noun,조윤경,4
예,Noun,PDOGG,2
예,Noun,TEDDY,1
예감,Noun,TEDDY,1
예감,Noun,조윤경,9
예고,Noun,KENZIE,1
예고,Noun,PDOGG,1
예능,Noun,PDOGG,1
예민,Noun,KENZIE,1
예민해,Adjective,KENZIE,1
예뻐,Adjective,KENZIE,3
예뻐,Adjective,PDOGG,28
예뻐,Adjective,TEDDY,1
예뻐져요,Adjective,KENZIE,1
예쁘,Adjective,TEDDY,3
예쁘고,Adjective,KENZIE,1
예쁘면,Adjective,TEDDY,1
예쁘장한,Adjective,TEDDY,7
예쁘지,Adjective,TEDDY,2
예쁜,Adjective,KENZIE,5
예쁜,Adjective,PDOGG,7
예쁜,Adjective,TEDDY,9
예쁜,Adjective,조윤경,2
예쁜지,Adjective,조윤경,2
예쁠,Adjective,TEDDY,1
예성,Noun,KENZIE,8
예술,Noun,PDOGG,7
예술가,Noun,PDOGG,7
예요,Josa,KENZIE,9
예요,Josa,PDOGG,2
예이예,Noun,KENZIE,19
예전,Noun,PDOGG,9
예전,Noun,TEDDY,2
옛,Adverb,TEDDY,1
옛날,Noun,PDOGG,1
오,Modifier,KENZIE,3
오,Modifier,PDOGG,1
오,Modifier,조윤경,1
오,Noun,KENZIE,14
오,Noun,PDOGG,5
오,Noun,TEDDY,1
오가,Verb,KENZIE,1
오감,Noun,KENZIE,1
오감,Noun,조윤경,1
오게,Verb,KENZIE,1
오게,Verb,TEDDY,1
오겠죠,Verb,조윤경,3
오그라들어,Verb,PDOGG,6
오글거려,Verb,TEDDY,1
오글거리는,Verb,PDOGG,1
오글거리지만,Verb,PDOGG,1
오노,Noun,PDOGG,1
오는,Verb,KENZIE,3
오는,Verb,PDOGG,1
오늘,Noun,KENZIE,46
오늘,Noun,PDOGG,44
오늘,Noun,TEDDY,44
오늘,Noun,조윤경,34
오늘밤,Noun,TEDDY,13
오늘이,Noun,KENZIE,3
오늘이,Noun,PDOGG,1
오늘이,Noun,TEDDY,5
오늘이,Noun,조윤경,3
오라,Noun,KENZIE,1
오라오라,Noun,KENZIE,1
오락가락,Noun,TEDDY,1
오래,Adverb,KENZIE,5
오래,Adverb,PDOGG,10
오래,Adverb,TEDDY,2
오래간만,Adverb,TEDDY,1
오래도,Verb,KENZIE,1
오래된,Adjective,PDOGG,1
오랜,Adverb,KENZIE,1
오랜,Adverb,TEDDY,2
오랜,Adverb,조윤경,2
오랜,Modifier,PDOGG,1
오랜,Modifier,TEDDY,2
오랜,Modifier,조윤경,1
오렌지,Noun,KENZIE,1
오로라,Noun,조윤경,1
오르,Verb,PDOGG,1
오르게,Verb,조윤경,1
오르고,Verb,조윤경,1
오르기,Verb,PDOGG,1
오르네,Verb,PDOGG,3
오르는,Verb,PDOGG,1
오르는,Verb,조윤경,1
오르락내리락,Noun,TEDDY,1
오르자,Verb,KENZIE,3
오른,Noun,조윤경,3
오를,Verb,PDOGG,1
오만,Noun,KENZIE,1
오만이,Noun,KENZIE,1
오메,Noun,PDOGG,1
오면,Verb,KENZIE,4
오면,Verb,PDOGG,1
오방,Noun,TEDDY,1
오빠,Noun,PDOGG,5
오빠,Noun,TEDDY,5
오아시스,Noun,조윤경,1
오우삼,Noun,PDOGG,1
오지,Noun,KENZIE,5
오지,Noun,PDOGG,1
오지,Noun,조윤경,3
오직,Noun,KENZIE,10
오직,Noun,PDOGG,11
오직,Noun,TEDDY,7
오직,Noun,조윤경,23
오질,Verb,TEDDY,1
오페라,Noun,KENZIE,18
오해,Noun,KENZIE,3
오해,Noun,PDOGG,1
오해,Noun,TEDDY,3
오후,Noun,KENZIE,2
오후,Noun,조윤경,2
오히려,Noun,TEDDY,3
옥,Noun,PDOGG,1
온,Noun,KENZIE,21
온,Noun,PDOGG,13
온,Noun,조윤경,21
온거야,Verb,조윤경,2
온기,Noun,KENZIE,3
온기,Noun,PDOGG,2
온기,Noun,조윤경,1
온다면,Verb,TEDDY,1
온도,Noun,KENZIE,1
온도,Noun,PDOGG,3
온몸,Noun,KENZIE,6
온몸,Noun,PDOGG,3
온몸,Noun,조윤경,2
온순하지,Adjective,KENZIE,1
온실,Noun,TEDDY,1
온전,Noun,PDOGG,1
온전히,Verb,PDOGG,1
온종일,Noun,KENZIE,2
온종일,Noun,TEDDY,3
온종일,Noun,조윤경,1
온통,Noun,KENZIE,2
온통,Noun,PDOGG,4
온통,Noun,조윤경,5
올,Verb,KENZIE,2
올,Verb,PDOGG,3
올,Verb,TEDDY,4
올,Verb,조윤경,2
올까,Verb,PDOGG,1
올까,Verb,조윤경,1
올드스쿨,Noun,PDOGG,1
올라,Verb,KENZIE,5
올라,Verb,PDOGG,1
올라,Verb,TEDDY,2
올라,Verb,조윤경,4
올라가,Verb,TEDDY,1
올라가자,Verb,KENZIE,2
올라서게,Verb,PDOGG,1
올라타,Verb,PDOGG,4
올라타,Verb,TEDDY,1
올려,Verb,KENZIE,1
올려,Verb,PDOGG,2
올려,Verb,TEDDY,1
올려,Verb,조윤경,1
올려다,Verb,PDOGG,1
올려줘,Verb,PDOGG,1
올리네,Verb,KENZIE,1
올리는,Verb,조윤경,2
올리버,Noun,PDOGG,1
올린,Verb,KENZIE,1
올린,Verb,조윤경,3
올지,Verb,TEDDY,1
옮겨,Verb,KENZIE,1
옳지,Adjective,조윤경,6
옷,Noun,KENZIE,2
옷,Noun,PDOGG,2
옷,Noun,TEDDY,2
옷,Noun,조윤경,4
옷깃,Noun,TEDDY,1
옷깃,Noun,조윤경,1
옷장,Noun,PDOGG,1
옷장,Noun,TEDDY,1
옷차림,Noun,PDOGG,1
옹헤,Noun,PDOGG,6
와,Josa,KENZIE,14
와,Josa,PDOGG,76
와,Josa,TEDDY,49
와,Josa,조윤경,23
와,Verb,KENZIE,12
와,Verb,PDOGG,19
와,Verb,TEDDY,7
와,Verb,조윤경,16
와는,Josa,PDOGG,6
와는,Josa,TEDDY,4
와는,Josa,조윤경,1
와도,Josa,PDOGG,1
와도,Josa,조윤경,3
와라,Verb,PDOGG,1
와서,Verb,PDOGG,3
와서,Verb,조윤경,1
와야,Verb,PDOGG,2
와요,Verb,KENZIE,8
와의,Josa,KENZIE,1
와의,Josa,PDOGG,10
와의,Josa,TEDDY,4
와이셔츠,Noun,PDOGG,1
와이셔츠,Noun,TEDDY,1
와인,Noun,KENZIE,1
와인,Noun,조윤경,5
와줘,Verb,PDOGG,2
와줘서,Verb,TEDDY,1
왁,Adverb,PDOGG,1
완,Noun,조윤경,2
완벽하게,Adjective,조윤경,2
완벽하길,Adjective,PDOGG,3
완벽하지,Adjective,TEDDY,1
완벽하지,Adjective,조윤경,1
완벽한,Adjective,TEDDY,1
완벽한,Adjective,조윤경,3
완벽할,Adjective,조윤경,1
완벽해,Adjective,조윤경,1
완벽히,Adjective,조윤경,6
완성,Noun,조윤경,3
완전,Noun,KENZIE,3
완전,Noun,PDOGG,10
완전,Noun,TEDDY,2
완전,Noun,조윤경,3
완전하게,Adjective,KENZIE,2
완전할,Adjective,KENZIE,1
완전해질,Adjective,조윤경,1
완전히,Adjective,PDOGG,1
완전히,Adjective,조윤경,2
왔나,Verb,KENZIE,1
왔냐고,Verb,조윤경,2
왔네,Verb,PDOGG,2
왔니,Verb,KENZIE,1
왔다,Verb,PDOGG,2
왔다,Verb,TEDDY,3
왔던,Verb,KENZIE,8
왔던,Verb,PDOGG,8
왔던,Verb,TEDDY,2
왔던,Verb,조윤경,1
왔어,Verb,KENZIE,10
왔어,Verb,PDOGG,18
왔어,Verb,TEDDY,1
왔어,Verb,조윤경,2
왔었던,Verb,PDOGG,2
왔을지도,Verb,PDOGG,4
왔잖아,Verb,KENZIE,3
왔잖아,Verb,PDOGG,1
왔잖아,Verb,조윤경,2
왔지,Verb,PDOGG,1
왕,Noun,PDOGG,2
왕,Noun,TEDDY,1
왕국,Noun,PDOGG,1
왕성,Noun,PDOGG,1
왕자,Noun,조윤경,1
왜,Noun,KENZIE,30
왜,Noun,PDOGG,82
왜,Noun,TEDDY,40
왜,Noun,조윤경,27
왜인,Noun,KENZIE,1
왠지,Adverb,KENZIE,2
왠지,Adverb,PDOGG,5
왠지,Adverb,TEDDY,2
왠지,Adverb,조윤경,3
외,Noun,KENZIE,1
외,Noun,PDOGG,2
외딴,Noun,PDOGG,3
외로운,Adjective,KENZIE,3
외로운,Adjective,PDOGG,3
외로운,Adjective,TEDDY,1
외로운,Adjective,조윤경,1
외로운지,Adjective,PDOGG,1
외로운지,Adjective,TEDDY,1
외로울,Adjective,TEDDY,1
외로움,Noun,PDOGG,2
외로움,Noun,조윤경,2
외로워,Noun,KENZIE,1
외로워,Noun,PDOGG,1
외로워,Noun,TEDDY,2
외로워져,Adjective,KENZIE,6
외로웠던,Adjective,TEDDY,1
외로웠던,Adjective,조윤경,2
외로이,Adverb,PDOGG,1
외롭게,Adjective,KENZIE,1
외롭게,Adjective,PDOGG,2
외롭다고,Adjective,PDOGG,3
외롭던,Adjective,KENZIE,2
외롭지,Adjective,KENZIE,1
외롭지,Adjective,PDOGG,2
외롭지,Adjective,TEDDY,3
외롭지도,Adjective,TEDDY,1
외면,Noun,조윤경,4
외운,Verb,조윤경,3
외워,Verb,조윤경,2
외쳐,Verb,KENZIE,1
외쳐,Verb,PDOGG,14
외쳐,Verb,TEDDY,2
외쳐,Verb,조윤경,3
외쳐도,Verb,조윤경,2
외쳤지만,Verb,PDOGG,1
외치,Noun,조윤경,1
외치는,Verb,TEDDY,1
외친다고,Verb,조윤경,1
외칠,Verb,KENZIE,1
외톨이,Noun,TEDDY,9
요,Josa,KENZIE,28
요,Josa,PDOGG,6
요,Josa,TEDDY,30
요,Josa,조윤경,8
요,Noun,KENZIE,9
요,Noun,PDOGG,3
요,Noun,조윤경,3
요가,Noun,TEDDY,1
요술,Noun,KENZIE,1
요즘,Noun,KENZIE,4
요즘,Noun,PDOGG,17
요즘,Noun,TEDDY,1
요지경,Noun,TEDDY,1
욕,Noun,PDOGG,17
욕,Noun,TEDDY,1
욕설,Noun,PDOGG,1
욕심,Noun,KENZIE,4
욕심,Noun,PDOGG,4
욕심,Noun,TEDDY,2
욕심,Noun,조윤경,1
용감하게,Adjective,PDOGG,1
용감하지,Adjective,PDOGG,1
용감한,Adjective,PDOGG,1
용기,Noun,KENZIE,3
용기,Noun,PDOGG,1
용기,Noun,조윤경,1
용서,Noun,KENZIE,1
용서,Noun,PDOGG,3
용서,Noun,TEDDY,3
용서,Noun,조윤경,1
우,Adverb,TEDDY,6
우,Adverb,조윤경,3
우는,Verb,TEDDY,2
우당탕,Adverb,KENZIE,2
우디,Noun,KENZIE,1
우리,Noun,KENZIE,65
우리,Noun,PDOGG,95
우리,Noun,TEDDY,50
우리,Noun,조윤경,21
우린,Noun,KENZIE,46
우린,Noun,PDOGG,43
우린,Noun,TEDDY,17
우린,Noun,조윤경,15
우릴,Noun,KENZIE,8
우릴,Noun,PDOGG,7
우릴,Noun,TEDDY,7
우릴,Noun,조윤경,7
우물쭈물,Noun,PDOGG,1
우산,Noun,조윤경,2
우스워,Adjective,TEDDY,1
우스워도,Adjective,KENZIE,3
우스워져,Adjective,KENZIE,2
우습게,Verb,조윤경,1
우습죠,Verb,KENZIE,1
우아,Exclamation,KENZIE,1
우아하게,Adjective,KENZIE,1
우연,Noun,KENZIE,2
우연이,Noun,PDOGG,9
우울,Noun,PDOGG,1
우정,Noun,PDOGG,1
우정,Noun,TEDDY,1
우주,Noun,KENZIE,5
우주,Noun,PDOGG,3
우주,Noun,TEDDY,2
우쭈쭈,Noun,PDOGG,1
우후,Noun,TEDDY,6
운,Noun,PDOGG,1
운동화,Noun,PDOGG,1
운명,Noun,KENZIE,4
운명,Noun,PDOGG,12
운명,Noun,TEDDY,2
운명,Noun,조윤경,4
울,Modifier,KENZIE,1
울,Modifier,PDOGG,2
울,Modifier,TEDDY,1
울,Modifier,조윤경,3
울,Noun,KENZIE,4
울,Noun,PDOGG,13
울,Noun,TEDDY,3
울고불고,Adverb,TEDDY,3
울던가,Verb,PDOGG,1
울려,Verb,PDOGG,2
울려,Verb,TEDDY,2
울리고,Verb,TEDDY,1
울리는,Verb,PDOGG,1
울리는,Verb,TEDDY,1
울리는데,Verb,TEDDY,2
울리면,Verb,PDOGG,1
울린,Verb,PDOGG,2
울린다면,Verb,PDOGG,1
울릴,Verb,PDOGG,1
울릴까,Verb,TEDDY,1
울림,Noun,조윤경,1
울며,Verb,TEDDY,1
울어,Verb,KENZIE,1
울어,Verb,PDOGG,1
울었죠,Verb,TEDDY,1
울적할,Adjective,TEDDY,1
울지말고,Verb,KENZIE,1
움,Noun,KENZIE,1
움,Noun,PDOGG,4
움,Noun,조윤경,3
움일,Noun,조윤경,1
움직여,Verb,KENZIE,3
움직여,Verb,TEDDY,1
움직여,Verb,조윤경,1
움직인,Verb,KENZIE,1
움츠려,Verb,TEDDY,1
움트던,Noun,PDOGG,1
웃,Noun,KENZIE,1
웃,Noun,PDOGG,10
웃,Noun,TEDDY,1
웃게,Verb,KENZIE,1
웃게,Verb,PDOGG,1
웃게,Verb,조윤경,2
웃게만,Verb,PDOGG,1
웃고,Verb,KENZIE,8
웃고,Verb,PDOGG,6
웃고,Verb,TEDDY,3
웃고,Verb,조윤경,1
웃고있는,Verb,조윤경,1
웃고있어,Verb,PDOGG,1
웃기,Noun,PDOGG,2
웃기,Noun,TEDDY,1
웃기지도,Verb,KENZIE,2
웃나요,Verb,KENZIE,1
웃는,Verb,KENZIE,2
웃는,Verb,PDOGG,2
웃는,Verb,조윤경,2
웃던,Verb,PDOGG,5
웃던,Verb,조윤경,1
웃던걸,Verb,KENZIE,1
웃어,Verb,KENZIE,3
웃어,Verb,PDOGG,13
웃어,Verb,TEDDY,4
웃어,Verb,조윤경,1
웃어대,Verb,KENZIE,1
웃어보다,Verb,TEDDY,1
웃어요,Noun,KENZIE,4
웃어요,Noun,TEDDY,1
웃어주는,Verb,PDOGG,2
웃어주는,Verb,TEDDY,2
웃어주지만,Verb,TEDDY,1
웃어줄게,Verb,TEDDY,2
웃어줄래,Verb,KENZIE,1
웃어줘,Verb,PDOGG,2
웃어줘요,Verb,TEDDY,1
웃었음,Verb,PDOGG,1
웃었죠,Verb,조윤경,1
웃으라면,Verb,PDOGG,1
웃으며,Verb,PDOGG,2
웃으며,Verb,TEDDY,6
웃으며,Verb,조윤경,4
웃으면,Verb,PDOGG,4
웃을래,Verb,조윤경,1
웃음,Noun,KENZIE,4
웃음,Noun,PDOGG,4
웃음,Noun,TEDDY,1
웃음,Noun,조윤경,3
웃음소리,Noun,PDOGG,2
웃음소리,Noun,TEDDY,1
웃지,Verb,PDOGG,2
웃지,Verb,TEDDY,1
웃지,Verb,조윤경,1
워,Noun,KENZIE,2
워,Noun,PDOGG,2
워,Noun,TEDDY,2
워리어,Noun,PDOGG,1
원,Modifier,TEDDY,1
원,Noun,KENZIE,2
원,Noun,조윤경,3
원래,Noun,KENZIE,2
원래,Noun,PDOGG,5
원래,Noun,TEDDY,2
원망,Noun,TEDDY,2
원망하겠지,Adjective,PDOGG,1
원망하고,Adjective,KENZIE,1
원망하기보단,Adjective,PDOGG,1
원망하지,Adjective,TEDDY,1
원망할지도,Adjective,TEDDY,1
원천,Noun,TEDDY,1
원투,Noun,PDOGG,1
원피스,Noun,조윤경,1
원하게,Adjective,KENZIE,2
원하게,Adjective,조윤경,1
원하고,Adjective,KENZIE,3
원하고,Adjective,PDOGG,2
원하는,Adjective,KENZIE,9
원하는,Adjective,PDOGG,12
원하는,Adjective,TEDDY,1
원하는,Adjective,조윤경,7
원하는데,Adjective,PDOGG,1
원하던,Adjective,PDOGG,1
원하던거잖아,Adjective,TEDDY,1
원하면,Adjective,TEDDY,4
원하잖아,Adjective,TEDDY,3
원하지,Adjective,KENZIE,2
원한,Noun,KENZIE,2
원한,Noun,PDOGG,3
원한,Noun,TEDDY,4
원한다,Adjective,TEDDY,1
원한다고,Adjective,TEDDY,3
원한다고,Adjective,조윤경,1
원한다면,Adjective,TEDDY,1
원한다면,Adjective,조윤경,2
원할,Adjective,PDOGG,3
원할,Adjective,TEDDY,1
원해,Adjective,KENZIE,22
원해,Adjective,PDOGG,29
원해,Adjective,TEDDY,7
원해,Adjective,조윤경,8
원해요,Adjective,KENZIE,1
원했다면,Adjective,TEDDY,2
원했단,Adjective,조윤경,2
원했던,Adjective,KENZIE,1
원했어,Adjective,조윤경,1
월,Noun,TEDDY,1
월드,Noun,PDOGG,1
월드콘,Noun,PDOGG,1
월세,Noun,PDOGG,1
월화,Noun,PDOGG,1
월화,Noun,TEDDY,2
월화,Noun,조윤경,1
웨딩드레스,Noun,조윤경,3
웨스턴,Noun,PDOGG,1
웬만해,Adjective,조윤경,1
웬수,Noun,PDOGG,1
위,Noun,KENZIE,16
위,Noun,PDOGG,46
위,Noun,TEDDY,18
위,Noun,조윤경,23
위너,Noun,KENZIE,3
위로,Noun,KENZIE,6
위로,Noun,PDOGG,27
위로,Noun,TEDDY,15
위로,Noun,조윤경,7
위선,Noun,PDOGG,5
위스키,Noun,PDOGG,1
위악,Noun,PDOGG,2
위엔,Noun,PDOGG,1
위치,Noun,PDOGG,1
위탁,Noun,PDOGG,1
위태,Noun,PDOGG,1
위태론,Noun,조윤경,1
위태롭,Noun,조윤경,2
위태롭다,Noun,PDOGG,2
위함,Noun,PDOGG,2
위해,Noun,KENZIE,4
위해,Noun,PDOGG,15
위해,Noun,TEDDY,13
위해,Noun,조윤경,8
위험하게,Adjective,TEDDY,1
위험하니까,Adjective,TEDDY,1
위험하잖아,Adjective,PDOGG,1
위험한,Adjective,KENZIE,2
위험한,Adjective,TEDDY,2
위험해,Adjective,KENZIE,7
위험해,Adjective,PDOGG,6
위험해,Adjective,TEDDY,3
위험해,Adjective,조윤경,2
위험해도,Adjective,PDOGG,2
위협,Noun,조윤경,1
윈도,Noun,조윤경,2
유,Noun,KENZIE,1
유감,Noun,조윤경,1
유난히,Adverb,PDOGG,1
유난히,Adverb,TEDDY,1
유노,Noun,KENZIE,11
유독,Noun,조윤경,1
유로파,Noun,KENZIE,1
유리,Noun,PDOGG,2
유리,Noun,조윤경,6
유리창,Noun,조윤경,1
유리천장,Noun,PDOGG,1
유명해서,Adjective,KENZIE,2
유성우,Noun,조윤경,3
유일하게,Adjective,PDOGG,1
유일한,Adjective,PDOGG,1
유일한,Adjective,TEDDY,1
유일한,Adjective,조윤경,1
유치원,Noun,PDOGG,1
유치한,Adjective,KENZIE,1
유치함은,Adjective,KENZIE,1
유치해,Adjective,PDOGG,2
유치해,Adjective,조윤경,1
유품,Noun,TEDDY,1
유행,Noun,PDOGG,1
유행,Noun,조윤경,1
유혹,Noun,KENZIE,2
유혹,Noun,PDOGG,1
유혹,Noun,TEDDY,1
유혹,Noun,조윤경,2
윤기형,Noun,PDOGG,1
율법,Noun,PDOGG,1
으,Adverb,KENZIE,1
으,Adverb,PDOGG,2
으로,Josa,KENZIE,22
으로,Josa,PDOGG,49
으로,Josa,TEDDY,16
으로,Josa,조윤경,35
으로도,Josa,PDOGG,4
으로만,Josa,KENZIE,1
으로만,Josa,PDOGG,1
으론,Foreign,TEDDY,1
으론,Josa,KENZIE,1
으론,Josa,PDOGG,2
으론,Josa,조윤경,1
으르렁,Noun,PDOGG,1
으스대,Noun,PDOGG,1
으쓱,Noun,KENZIE,1
으아아,Exclamation,PDOGG,1
은,Josa,KENZIE,116
은,Josa,PDOGG,250
은,Josa,TEDDY,187
은,Josa,조윤경,56
은,Noun,KENZIE,1
은,Noun,PDOGG,10
은,Noun,TEDDY,6
은,Noun,조윤경,2
은근,Noun,PDOGG,1
은밀,Noun,조윤경,1
은빛,Noun,조윤경,1
은색,Noun,PDOGG,1
은하수,Noun,PDOGG,2
은하수,Noun,TEDDY,1
은혁,Noun,KENZIE,6
은혜,Noun,PDOGG,1
을,Josa,KENZIE,194
을,Josa,PDOGG,443
을,Josa,TEDDY,199
을,Josa,조윤경,250
음,Noun,PDOGG,2
음,Noun,TEDDY,3
음,Noun,조윤경,1
음미,Noun,KENZIE,1
음악,Noun,KENZIE,1
음악,Noun,PDOGG,13
음악,Noun,TEDDY,2
음악,Noun,조윤경,1
음치,Noun,PDOGG,1
의,Foreign,PDOGG,4
의,Foreign,조윤경,1
의,Josa,KENZIE,184
의,Josa,PDOGG,346
의,Josa,TEDDY,116
의,Josa,조윤경,142
의,Noun,KENZIE,3
의,Noun,PDOGG,1
의,Noun,TEDDY,1
의,Noun,조윤경,1
의리,Noun,TEDDY,1
의미,Noun,KENZIE,3
의미,Noun,PDOGG,3
의미,Noun,TEDDY,6
의미,Noun,조윤경,2
의식,Noun,PDOGG,2
의심,Noun,조윤경,1
의자,Noun,조윤경,1
의지,Noun,PDOGG,1
이,Determiner,KENZIE,57
이,Determiner,PDOGG,85
이,Determiner,TEDDY,39
이,Determiner,조윤경,14
이,Foreign,PDOGG,4
이,Josa,KENZIE,222
이,Josa,PDOGG,382
이,Josa,TEDDY,209
이,Josa,조윤경,205
이,Noun,KENZIE,87
이,Noun,PDOGG,152
이,Noun,TEDDY,96
이,Noun,조윤경,75
이,Suffix,KENZIE,10
이,Suffix,PDOGG,7
이,Suffix,조윤경,1
이거니,Verb,PDOGG,6
이건,Noun,KENZIE,10
이건,Noun,PDOGG,16
이건,Noun,TEDDY,7
이건,Noun,조윤경,1
이겨,Verb,KENZIE,4
이겨,Verb,PDOGG,2
이겨,Verb,조윤경,2
이겨내,Verb,조윤경,1
이겨내면,Verb,조윤경,1
이겼으,Verb,PDOGG,1
이고,Josa,KENZIE,5
이고,Josa,PDOGG,14
이고,Josa,TEDDY,3
이고,Josa,조윤경,3
이기,Noun,KENZIE,1
이기,Noun,PDOGG,2
이긴,Verb,TEDDY,2
이길,Verb,KENZIE,1
이끄는,Verb,PDOGG,1
이끄는,Verb,조윤경,2
이끌,Verb,KENZIE,1
이끌려,Verb,PDOGG,1
이끌리,Verb,조윤경,1
이끌어줄,Verb,조윤경,1
이나,Josa,PDOGG,10
이나,Josa,TEDDY,1
이네,Josa,KENZIE,1
이니까,Josa,KENZIE,1
이니까,Josa,PDOGG,11
이니까,Josa,TEDDY,6
이니까,Josa,조윤경,1
이다,Josa,PDOGG,1
이대,Modifier,TEDDY,1
이대로,Adverb,KENZIE,5
이대로,Adverb,PDOGG,2
이대로,Adverb,TEDDY,4
